niche_id,grid_x,grid_y,quality_train,quality_validation,descriptor_centroid_x_train,descriptor_centroid_y_train,descriptor_centroid_x_validation,descriptor_centroid_y_validation,visit_count,decision_source_1_x_m,decision_source_1_y_m,decision_source_1_log10_emission_g_s,decision_source_1_height_m,decision_source_2_x_m,decision_source_2_y_m,decision_source_2_log10_emission_g_s,decision_source_2_height_m,decision_wind_direction_bias_deg,decision_wind_speed_scale,decision_lateral_dispersion_scale,decision_vertical_dispersion_scale
189,9,9,0.10817848434770726,0.12181421093916155,-56.353806314064094,-51.40517899752544,-56.353806314064094,-51.40517899752544,800,-814.9228176785994,417.3327304468068,0.07486596993408941,37.817666106123156,900.925192552632,-642.9307356196987,-0.026177464199250607,73.69317093137377,2.738748772223739,0.8,1.1163510303704556,0.8872250040416141
208,8,10,0.11860488311706935,0.10102335285570876,-197.5256382613148,67.60245153385111,-197.5256382613148,67.60245153385111,878,-827.7988126202692,447.7533054876692,0.13255977370461353,32.8095675936774,911.3535357975027,-601.2208176443272,-0.1127956302209975,60.03977564785066,2.856149230057302,0.8506059758248071,1.1365020177411584,0.7529587798151641
209,9,10,0.12451331385590525,0.14857028866789948,-157.83815423628812,49.2591702848349,-157.83815423628812,49.2591702848349,797,-820.8623520409586,450.09318023150877,0.09148296783866763,33.52048319456625,912.323094376843,-597.7112208282706,-0.1164368741833407,58.98767177014493,2.832185858510194,0.8789076304553358,1.1456890467240044,0.7651322760524519
227,7,11,0.1357401124569093,0.15529460868350808,-493.1443498533509,210.33310681879277,-493.1443498533509,210.33310681879277,865,-838.9812546281206,382.2123652986506,0.3209960230436841,53.44287729680503,987.054161786904,-525.3183493189124,-0.31045260451460654,49.09598781800466,2.406613673205967,1.0110660255155217,1.0723993512262189,0.9123697456414329
207,7,10,0.13659174871162053,0.16156278369296811,-437.3940635698971,175.51009569732938,-437.3940635698971,175.51009569732938,744,-841.7716548373328,381.95717307867415,0.33638221124551415,53.560996928932475,964.5712292381545,-540.2358890965893,-0.20356797008316865,59.3790202131823,2.41111895067589,1.0326043312439923,1.0838604920151083,0.8607334124626028
190,10,9,0.14178142501191282,0.2044648523365764,34.81034977884852,-80.88764942213886,34.81034977884852,-80.88764942213886,838,-829.5536659587262,394.18310175578375,0.054597915209049226,25.881538567440238,974.2196693848957,-597.204713764485,0.018439729343582133,70.59639123905042,2.868672455753767,0.8,1.0870296003227993,0.8746118794964349
226,6,11,0.14247969148233194,0.16732603712812744,-595.784481193568,265.0502366280613,-595.784481193568,265.0502366280613,1098,-853.6130429512184,399.873259342326,0.3434838635980809,52.35746996408145,966.071297659744,-551.6712146853026,-0.4388260392144333,48.25518400263082,2.3628057287092363,0.9824069080581319,1.073791347402264,0.8757158202746371
228,8,11,0.15031448908927791,0.18996473267754882,-346.30064691126404,185.8809459945356,-346.30064691126404,185.8809459945356,693,-793.5755286585105,463.48338411216076,0.3156816344877142,63.12385417017911,906.2326288057706,-591.5074237798085,-0.13153312842683376,70.44750936903863,3.165941574048616,0.907861185356816,1.1478557233061981,0.8446348360082363
188,8,9,0.15666832428206326,0.2851575346467349,-195.4793300209765,-0.5389983453677775,-195.4793300209765,-0.5389983453677775,612,-835.3637952784212,383.0087713391863,0.29649401108462703,61.66856944723854,856.7681634857778,-631.2578252640722,0.0804776779176387,71.9511498467372,2.119649755605973,0.9856793274446285,1.1176879258486243,0.8395104273435424
171,11,8,0.17389652487048218,0.247964410419007,239.8500269849581,-236.89700948135186,239.8500269849581,-236.89700948135186,827,-822.30498156785,374.7876106668891,0.10847689822310908,37.894612683197074,901.3009512929843,-617.8200895629745,0.3141671718973118,97.56600115939332,2.450262061349031,0.8630033218325541,1.081226121476931,0.9976535432285571
191,11,9,0.18025373761004143,0.12380503106520271,192.43478727664984,-149.349833748098,192.43478727664984,-149.349833748098,676,-801.6010875625045,416.68582638403626,-0.07539171690659112,33.52521868366238,979.5166187928064,-597.5392757562612,0.025990453957044232,71.13048191444413,2.8760322811835546,0.8,1.1271003082706157,0.812935258696531
170,10,8,0.19038104699807168,0.2571801101122023,165.6863329426055,-211.97960116969858,165.6863329426055,-211.97960116969858,625,-827.5288887607466,383.47324010752584,0.06578926720150476,35.71092653221213,847.1147660188054,-620.5098851764612,0.22941238314553203,97.86104173054676,2.3715483359869105,0.8734899662027222,1.1147593304153278,0.988030432457761
246,6,12,0.212930447220341,0.17626660903252578,-683.5179084131792,363.8816168583505,-683.5179084131792,363.8816168583505,769,-812.5609867623338,430.5620533949007,0.45551279293354685,52.23313859065286,946.7912115435175,-478.5480988532766,-0.6460224503789102,43.59750799955091,3.650809731294391,0.9986723807449225,0.9838008534686119,0.8540063073847394
225,5,11,0.21573068644648785,0.25466641732496553,-727.7458585187719,343.67374626725507,-727.7458585187719,343.67374626725507,729,-859.0794101771071,408.36698468539396,0.46227014473931693,58.841856353549616,946.641256424453,-481.10806663216766,-0.6432100394752976,41.868645816825186,2.686247595075105,0.9846446162785815,1.0076872934077927,0.8885555014611946
152,12,7,0.2258779869505164,0.2602591248680062,428.0778902994871,-377.54126040667325,428.0778902994871,-377.54126040667325,773,-804.649695371494,406.47929685165025,0.1090413163927856,30.513821356796992,900.7491144649758,-678.1623877975147,0.5253492673992308,108.25257075999899,2.6269150834507555,0.8209138017994321,1.0898675637444675,1.0012482341813265
206,6,10,0.23762251129270306,0.30652614559294555,-558.5631093387368,162.8830500018545,-558.5631093387368,162.8830500018545,601,-843.6673005979662,305.8250159766239,0.29569028508650713,69.78313323585196,950.2397606707375,-593.5816219307676,-0.4279386145803219,56.424671667748676,3.3270808981907476,0.8,1.0677406332922625,0.8187115282463054
245,5,12,0.24454024198482865,0.4171139130196846,-742.9914684349851,361.50612790405813,-742.9914684349851,361.50612790405813,823,-853.4524293487581,412.40998929297996,0.43996489842229314,67.44774880781291,939.2698273595173,-413.73242798645117,-0.7427197378109338,31.54335083971535,2.7539808665837953,1.004543889866571,1.0366858549347089,0.8987499754562037
172,12,8,0.2495606329185189,0.20522317382975236,395.23599806259864,-329.73489488706366,395.23599806259864,-329.73489488706366,657,-799.2301692470026,428.76115280088794,0.07688719728818756,27.101747883656564,884.1651425159362,-640.2090077726612,0.46481512457704954,120,2.677520662727337,0.83744029479853,1.0736206105816632,1.0173582664685747
210,10,10,0.25281554243166404,0.24923684256621198,14.135026038186416,17.150770870110108,14.135026038186416,17.150770870110108,569,-807.4845480383757,420.4899351912249,0.01009786523193711,32.58997032961397,1155.1308302837465,-542.9725619941801,-0.13251540492457442,78.03127447694649,3.071487722847697,0.8482460443281021,1.122253970804296,0.8689248059946706
247,7,12,0.26028975629559825,0.42434398074456586,-539.670930732007,388.44730553818874,-539.670930732007,388.44730553818874,646,-762.3643743915106,532.6321905253676,0.638601780126666,75.39588735661285,941.6740507338561,-570.6629056522387,-0.18434699927245377,56.2832507412116,3.827503570121464,0.8883902744543858,1.09443844383425,0.7883436394617269
153,13,7,0.2674936129545402,0.3258385506155064,559.3935702174119,-464.8110690811129,559.3935702174119,-464.8110690811129,712,-816.3257035085181,402.24239351651096,0.0031505502774534237,33.34239264760642,890.4634840214147,-673.46942010371,0.6217606562842279,117.54799136937788,2.9590360869869623,0.8,1.1366356733557026,0.9901348266858123
151,11,7,0.28877018164595514,0.272986920882339,354.2009287139844,-367.1151501254385,354.2009287139844,-367.1151501254385,550,-819.5240451174182,393.4039037597038,0.012503193965728014,30.41521249227582,882.8661567971991,-709.6655670015241,0.35888879283181346,119.96339357686453,2.414156197689868,0.8230356050070318,1.1304726504740146,1.0926419149284465
192,12,9,0.2928991773432103,0.3994654182342939,387.1496264386525,-157.364487099509,387.1496264386525,-157.364487099509,609,-812.6475015763467,445.2288557771486,0.02679932680004468,39.12346195422819,1113.5711679357025,-522.206821530276,0.24471843043320718,107.44436905133094,2.34644746352886,0.9359588361529124,1.1384352508080444,0.8022178022831306
229,9,11,0.3158846181341821,0.39158222835745404,-140.04528872412993,197.8986484076739,-140.04528872412993,197.8986484076739,557,-602.9234210826941,535.5670417116976,0.3687669666884934,68.80149914906787,953.3062680008297,-599.6984676941092,-0.004526196952472845,68.60864460454917,3.4131498183258295,1.0602798578401142,1.211468614411867,0.9789443342806342
173,13,8,0.3173947225171845,0.34789668824485176,542.0266727244591,-294.0513539948436,542.0266727244591,-294.0513539948436,627,-817.709870045144,409.25140969543986,-0.05957186271594237,24.499273937916513,1098.0923683213798,-581.667762177925,0.32875680288435993,106.58238773968655,3.349689229936386,0.9577670412732459,1.177695819412314,0.786278088562568
