optimizer,evaluations,elapsed_seconds,best_objective
cma,527,0.035303807,622.4519542718006
cma,1054,0.046792418,601.0225464331451
cma,1581,0.062543311,158.18370453680308
cma,2108,0.064064748,90.27650022066116
de,506,0.039210226,299.9851457249878
de,1008,0.056951706,46.64281630121042
bite,500,0.04288196,187.54119494543679
bite,1000,0.0554427,96.77601515664601
bite,1500,0.056587493,66.32585925344974
