evaluations,elapsed_seconds,best_quality
117248,0.496339154,-0.06982423868033198
117504,0.497306712,-0.06982423868033198
117760,0.49829454,-0.06982423868033198
118016,0.499294429,-0.06982423868033198
118272,0.500277717,-0.06982423868033198
118528,0.501225915,-0.06982423868033198
118784,0.502186844,-0.06982423868033198
119040,0.503179632,-0.06982423868033198
119296,0.504183761,-0.06982423868033198
119552,0.505159079,-0.06982423868033198
119808,0.506178358,-0.06982423868033198
120064,0.507149016,-0.06982423868033198
120320,0.508243646,-0.06982423868033198
120576,0.509267004,-0.06982423868033198
120832,0.510278543,-0.06982423868033198
121088,0.511313202,-0.06982423868033198
121344,0.51229982,-0.06982423868033198
121600,0.513296269,-0.06982423868033198
121856,0.514317038,-0.06982423868033198
122112,0.515301586,-0.06982423868033198
122368,0.516361275,-0.06982423868033198
122624,0.517313614,-0.06982423868033198
122880,0.518280772,-0.06982423868033198
123136,0.51923812,-0.06982423868033198
123392,0.520296049,-0.06982423868033198
123648,0.521309218,-0.06982423868033198
123904,0.522290806,-0.06982423868033198
124160,0.523241444,-0.06982423868033198
124416,0.524198583,-0.06982423868033198
124672,0.525151571,-0.06982423868033198
124928,0.526122439,-0.06982423868033198
125184,0.527053217,-0.06982423868033198
125440,0.528008856,-0.06982423868033198
125696,0.528987344,-0.06982423868033198
125952,0.529963762,-0.06982423868033198
126208,0.530932181,-0.06982423868033198
126464,0.531940779,-0.06982423868033198
126720,0.532862987,-0.06982423868033198
126976,0.533824775,-0.06982423868033198
127232,0.534830604,-0.06982423868033198
127488,0.535797352,-0.06982423868033198
127744,0.536778011,-0.06982423868033198
128000,0.537757069,-0.06982423868033198
128256,0.538747968,-0.06982423868033198
128512,0.539717556,-0.06982423868033198
128768,0.540680724,-0.06982423868033198
129024,0.541642033,-0.06982423868033198
129280,0.542596551,-0.06982423868033198
129536,0.543565889,-0.06982423868033198
129792,0.544546868,-0.06982423868033198
130048,0.545482416,-0.06982423868033198
130304,0.546438104,-0.06982423868033198
130560,0.547536003,-0.06982423868033198
130816,0.548507732,-0.06982423868033198
131072,0.54948703,-0.06982423868033198
131328,0.550462548,-0.06982423868033198
131584,0.551569508,-0.06982423868033198
131840,0.552553966,-0.06982423868033198
132096,0.553588125,-0.06982423868033198
132352,0.554576634,-0.06982423868033198
132608,0.555550482,-0.06982423868033198
132864,0.55648819,-0.06982423868033198
133120,0.557464058,-0.06982423868033198
133376,0.558475097,-0.06982423868033198
133632,0.559463806,-0.06982423868033198
133888,0.560432784,-0.06982423868033198
134144,0.561381642,-0.06982423868033198
134400,0.56232532,-0.06982423868033198
134656,0.563326899,-0.06982423868033198
134912,0.564278967,-0.06982423868033198
135168,0.565219085,-0.06982423868033198
135424,0.566236394,-0.06982423868033198
135680,0.567192342,-0.06982423868033198
135936,0.56814646,-0.06982423868033198
136192,0.569113908,-0.06982423868033198
136448,0.57041819,-0.06982423868033198
136704,0.571405458,-0.06982423868033198
136960,0.572380707,-0.06982423868033198
137216,0.573346665,-0.06982423868033198
137472,0.574318163,-0.06982423868033198
137728,0.575309672,-0.06982423868033198
137984,0.57632396,-0.06982423868033198
138240,0.577288989,-0.06982423868033198
138496,0.578360678,-0.06982423868033198
138752,0.579376017,-0.06982423868033198
139008,0.580354405,-0.06982423868033198
139264,0.581311473,-0.06982423868033198
139520,0.582263792,-0.06982423868033198
139776,0.583180979,-0.06982423868033198
140032,0.584101437,-0.06982423868033198
140288,0.585049315,-0.06982423868033198
140544,0.586050334,-0.06982423868033198
140800,0.587074343,-0.06982423868033198
141056,0.588095312,-0.06982423868033198
141312,0.58908474,-0.06982423868033198
141568,0.590075179,-0.06982423868033198
141824,0.591095717,-0.06982423868033198
142080,0.592100096,-0.06982423868033198
142336,0.593085354,-0.06982423868033198
142592,0.594076003,-0.06982423868033198
142848,0.595065121,-0.06982423868033198
143104,0.59603038,-0.06966771571499891
143360,0.596982948,-0.06966771571499891
143616,0.597939326,-0.06966771571499891
143872,0.598908034,-0.06966771571499891
144128,0.599875583,-0.06966771571499891
144384,0.600836161,-0.06966771571499891
144640,0.601797579,-0.06966771571499891
144896,0.602764868,-0.06966771571499891
145152,0.603783066,-0.06966771571499891
145408,0.604755995,-0.06966771571499891
145664,0.605728383,-0.06966771571499891
145920,0.606685201,-0.06966771571499891
146176,0.60765352,-0.06966771571499891
146432,0.608605368,-0.06966771571499891
146688,0.609563806,-0.06966771571499858
146944,0.610507144,-0.06966771571499858
147200,0.611451622,-0.06966771571499858
147456,0.61238624,-0.06966771571499858
147712,0.613333128,-0.06966771571499858
147968,0.614295527,-0.06966771571499858
148224,0.615224215,-0.06966771571499858
148480,0.616149753,-0.06966771571499858
148736,0.617105131,-0.06966771571499858
148992,0.618094269,-0.06966771571499858
149248,0.619045808,-0.06966771571499858
149504,0.620204517,-0.06966771571499858
149760,0.621209246,-0.06966771571499858
150016,0.622217265,-0.06966771571499858
150272,0.623213333,-0.06966771571499858
150528,0.624197182,-0.06966771571499858
150784,0.62516916,-0.06966771571499858
151040,0.626134918,-0.06966771571499858
151296,0.627132257,-0.06966771571499858
151552,0.628111806,-0.06966771571499858
151808,0.629068204,-0.06966771571499858
152064,0.630044142,-0.06966771571499858
152320,0.631030271,-0.06966771571499858
152576,0.631975059,-0.06966771571499858
152832,0.632934177,-0.06966771571499858
153088,0.633899935,-0.06966771571499858
153344,0.634870743,-0.06966771571499858
153600,0.635837382,-0.06966771571499858
153856,0.63680922,-0.06966771571499858
154112,0.637830659,-0.06966771571499858
154368,0.638820647,-0.06966771571499858
154624,0.639787006,-0.06966771571499858
154880,0.640785614,-0.06966771571499858
155136,0.641749143,-0.06966771571499858
155392,0.642736711,-0.06966771571499858
155648,0.643669989,-0.06966771571499858
155904,0.644607037,-0.06966771571499858
156160,0.645564785,-0.06966771571499858
156416,0.646511954,-0.06966771571499858
156672,0.647467032,-0.06966771571499858
156928,0.64843404,-0.06966771571499858
157184,0.649381828,-0.06966771571499858
157440,0.650354967,-0.06966771571499858
157696,0.651311725,-0.06966771571499858
157952,0.652268573,-0.06966771571499858
158208,0.653285642,-0.06966771571499858
158464,0.654300441,-0.06966771571499858
158720,0.655271239,-0.06966771571499858
158976,0.656240367,-0.06966771571499858
159232,0.657200795,-0.06966771571499858
159488,0.658151054,-0.06966771571499858
159744,0.659134962,-0.0683591563806374
160000,0.66008489,-0.0683591563806374
160256,0.661020088,-0.0683591563806374
160512,0.662023347,-0.0683591563806374
160768,0.663002805,-0.0683591563806374
161024,0.663979104,-0.0683591563806374
161280,0.664958342,-0.0683591563806374
161536,0.66589465,-0.0683591563806374
161792,0.666861959,-0.0683591563806374
162048,0.667831377,-0.0683591563806374
162304,0.668791895,-0.06830634053187629
162560,0.669759063,-0.06830634053187629
162816,0.670732782,-0.06830634053187629
163072,0.67168925,-0.06830634053187629
163328,0.672672949,-0.06830634053187629
163584,0.673630157,-0.06830634053187629
163840,0.674608625,-0.06830634053187629
164096,0.675570803,-0.06830634053187629
164352,0.676542742,-0.06830634053187629
164608,0.67752248,-0.06830634053187629
164864,0.678492979,-0.06830634053187629
165120,0.679490397,-0.06830634053187629
165376,0.680486556,-0.06830634053187629
165632,0.681484824,-0.06830634053187629
165888,0.682493763,-0.06830634053187629
166144,0.683459261,-0.06830634053187629
166400,0.684417839,-0.06830634053187629
166656,0.685375488,-0.06830634053187629
166912,0.686366676,-0.06830634053187629
167168,0.687393675,-0.06830634053187629
167424,0.688392094,-0.06830634053187629
167680,0.689404782,-0.06830634053187629
167936,0.690404031,-0.06830634053187629
168192,0.69142024,-0.06830634053187629
168448,0.692476119,-0.06830634053187629
168704,0.693461767,-0.06830634053187629
168960,0.694470566,-0.06830634053187629
169216,0.695483975,-0.06830634053187629
169472,0.696478583,-0.06830634053187629
169728,0.697464652,-0.06830634053187629
169984,0.69843568,-0.06830634053187629
170240,0.699380778,-0.06830634053187629
170496,0.700347276,-0.06830634053187629
170752,0.701315865,-0.06830634053187629
171008,0.702288673,-0.06830634053187629
171264,0.703343722,-0.06830634053187629
171520,0.704345821,-0.06830634053187629
171776,0.705344199,-0.06830634053187629
172032,0.706340278,-0.06830634053187629
172288,0.707329906,-0.06830634053187629
172544,0.708346795,-0.06830634053187629
172800,0.709337544,-0.06830634053187629
173056,0.710328542,-0.06830634053187629
173312,0.711314091,-0.06830634053187629
173568,0.712301849,-0.06830634053187629
173824,0.713280167,-0.06830634053187629
174080,0.714236286,-0.06830634053187629
174336,0.715233094,-0.06830634053187629
174592,0.716211273,-0.06830634053187629
174848,0.717202281,-0.06830634053187629
175104,0.71817234,-0.06830634053187629
175360,0.719128038,-0.06830634053187629
175616,0.720106686,-0.06830634053187629
175872,0.721159175,-0.06830634053187629
176128,0.722132824,-0.06830634053187629
176384,0.723108052,-0.06830634053187629
176640,0.724103471,-0.06830634053187629
176896,0.725081239,-0.06830634053187629
177152,0.726032357,-0.06830634053187629
177408,0.726966635,-0.06830634053187629
177664,0.727917743,-0.06830634053187629
177920,0.728888852,-0.06830634053187629
178176,0.72985985,-0.06830634053187629
178432,0.730864769,-0.06830634053187629
178688,0.731918758,-0.06830634053187629
178944,0.732943637,-0.06830634053187629
179200,0.733976016,-0.06830634053187629
179456,0.735016294,-0.06830634053187629
179712,0.736261445,-0.06830634053187629
179968,0.737433465,-0.06830634053187629
180224,0.738436614,-0.06830634053187629
180480,0.739409232,-0.06830634053187629
180736,0.740418071,-0.06830634053187629
180992,0.741430469,-0.06496740914825394
181248,0.742421058,-0.06496740914825394
181504,0.743421167,-0.06496740914825394
181760,0.744417605,-0.06496740914825394
182016,0.745385854,-0.06496740914825394
182272,0.746494593,-0.06496740914825394
182528,0.747550332,-0.06496740914825394
182784,0.748546721,-0.06492218990051637
183040,0.749559949,-0.06492218990051637
183296,0.750560438,-0.06492218990051637
183552,0.751532416,-0.06492218990051637
183808,0.752616416,-0.06492218990051637
184064,0.753647764,-0.06492218990051637
184320,0.754703134,-0.06492218990051637
184576,0.755893864,-0.06492218990051637
184832,0.756980213,-0.06492218990051637
185088,0.758009572,-0.06492218990051637
185344,0.759080221,-0.06492218990051637
185600,0.76012774,-0.06492218990051637
