variable,value
altitude_km,450.000000000000
inclination_deg,82.475635016596
raan_1_deg,66.223417636829
raan_2_deg,128.128076118723
raan_3_deg,200.069005199693
raan_4_deg,185.998318696418
mean_anomaly_1_deg,197.685654680073
mean_anomaly_2_deg,82.464819781571
mean_anomaly_3_deg,179.084150441530
mean_anomaly_4_deg,260.745885325696
