experiment,scenario_mode,algorithm,seed,workers,evaluations,train_best,monitor_score
noise,rotating,crfmnes,45,24,12352,0.741406385019,1.209950129987
noise,rotating,crfmnes,45,24,14400,0.693125345710,1.163737388302
noise,rotating,crfmnes,45,24,16448,0.693125345710,1.163737388302
noise,rotating,crfmnes,45,24,18496,0.671273523990,1.075917511842
noise,rotating,crfmnes,45,24,20480,0.671273523990,1.075917511842
noise,rotating,cmaes,45,24,64,1.892707734742,1.904686822534
noise,rotating,cmaes,45,24,2112,1.148145917062,1.373497191747
noise,rotating,cmaes,45,24,4160,1.148145917062,1.373497191747
noise,rotating,cmaes,45,24,6208,1.148145917062,1.373497191747
noise,rotating,cmaes,45,24,8256,1.148145917062,1.373497191747
noise,rotating,cmaes,45,24,10304,1.148145917062,1.373497191747
noise,rotating,cmaes,45,24,12352,1.148145917062,1.373497191747
noise,rotating,cmaes,45,24,14400,1.148145917062,1.373497191747
noise,rotating,cmaes,45,24,16448,1.148145917062,1.373497191747
noise,rotating,cmaes,45,24,18496,1.148145917062,1.373497191747
noise,rotating,cmaes,45,24,20480,1.148145917062,1.373497191747
noise,rotating,biteopt,45,24,64,2.878609407656,2.961732395151
noise,rotating,biteopt,45,24,2112,0.879423844369,1.505079780797
noise,rotating,biteopt,45,24,4160,0.828414852400,1.424589384269
noise,rotating,biteopt,45,24,6208,0.828414852400,1.424589384269
noise,rotating,biteopt,45,24,8256,0.767094981458,1.223166512936
noise,rotating,biteopt,45,24,10304,0.767094981458,1.223166512936
noise,rotating,biteopt,45,24,12352,0.766852970983,1.218013309032
noise,rotating,biteopt,45,24,14400,0.766852970983,1.218013309032
noise,rotating,biteopt,45,24,16448,0.612955671412,1.173284739512
noise,rotating,biteopt,45,24,18496,0.612955671412,1.173284739512
noise,rotating,biteopt,45,24,20480,0.612955671412,1.173284739512
noise,rotating,pgpe,46,24,64,1.725156754202,1.741489865895
noise,rotating,pgpe,46,24,2112,0.648491125992,1.288390898345
noise,rotating,pgpe,46,24,4160,0.441097961406,1.062732086447
noise,rotating,pgpe,46,24,6208,0.441097961406,1.062732086447
noise,rotating,pgpe,46,24,8256,0.300257601074,0.894417706117
noise,rotating,pgpe,46,24,10304,0.246193673883,0.560552403975
noise,rotating,pgpe,46,24,12352,0.239932405791,0.988833916456
noise,rotating,pgpe,46,24,14400,0.215714837705,0.241624462845
noise,rotating,pgpe,46,24,16448,0.169243469296,0.738485478463
noise,rotating,pgpe,46,24,18496,0.169243469296,0.738485478463
noise,rotating,pgpe,46,24,20480,0.169243469296,0.738485478463
noise,rotating,crfmnes,46,24,64,1.845627452712,2.481512461275
noise,rotating,crfmnes,46,24,2112,1.155489608181,1.234546626995
noise,rotating,crfmnes,46,24,4160,1.006490665700,1.237362480381
noise,rotating,crfmnes,46,24,6208,0.414481158480,0.825734793772
noise,rotating,crfmnes,46,24,8256,0.327299026772,0.956376035085
noise,rotating,crfmnes,46,24,10304,0.238068351430,0.599357516133
noise,rotating,crfmnes,46,24,12352,0.173391532586,0.359160113876
noise,rotating,crfmnes,46,24,14400,0.163410298237,0.840402171265
