step,time,position,velocity,angle,angular_velocity,force
142,2.840000,-0.907108773324,0.513588792417,-1.886640454306,-6.878695930174,-5.187180780276
143,2.860000,-0.896836997476,0.346207947563,-2.024214372909,-7.168872591295,-2.600730536820
144,2.880000,-0.889912838525,0.220667853634,-2.167591824735,-7.450386212561,9.547416585805
145,2.900000,-0.885499481452,0.336084153053,-2.316599548986,-7.568923270492,9.988408393576
146,2.920000,-0.878777798391,0.462318168216,-2.467978014396,-7.640053719262,9.998383928069
147,2.940000,-0.869531435026,0.606490337085,-2.620779088781,-7.651870253917,9.999742206706
148,2.960000,-0.857401628285,0.765380502352,-2.773816493860,-7.602960517667,9.999320841131
149,2.980000,-0.842094018238,0.938915171684,-2.925875704213,-7.491764519921,9.994838901672
150,3.000000,-0.823315714804,1.127902795439,-3.075710994611,-7.318243301927,8.490854674645
151,3.020000,-0.800757658895,1.292716963181,3.061109446530,-7.133858188060,-9.965852287340
152,3.040000,-0.774903319632,1.097679498075,2.918432282768,-7.351207742088,-9.691249063542
153,3.060000,-0.752949729670,0.915240039121,2.771408127927,-7.514852200288,-2.197604137198
154,3.080000,-0.734644928888,0.906063875517,2.621111083921,-7.438893258719,-3.700197215405
155,3.100000,-0.716523651377,0.869903216003,2.472333218746,-7.358347825865,6.270134261170
156,3.120000,-0.699125587057,1.043779208469,2.325166262229,-7.044317310103,-3.631447734202
157,3.140000,-0.678250002888,1.023543910677,2.184279916027,-6.887219047751,5.153743150679
158,3.160000,-0.657779124674,1.180266413210,2.046535535072,-6.582241864428,-4.555154090475
159,3.180000,-0.634173796410,1.151006064992,1.914890697784,-6.386332063276,1.942413690779
160,3.200000,-0.611153675110,1.239291050068,1.787164056518,-6.125363399541,2.120548428696
161,3.220000,-0.586367854109,1.323842617880,1.664656788527,-5.870118648095,-1.944487901051
162,3.240000,-0.559891001751,1.329667464849,1.547254415565,-5.631780344988,-4.656021830329
163,3.260000,-0.533297652454,1.277502638387,1.434618808666,-5.391627556679,0.221508204798
164,3.280000,-0.507747599687,1.315945125359,1.326786257532,-5.161462768926,-0.904388330694
165,3.300000,-0.481428697180,1.326950249060,1.223557002153,-4.933044744272,-0.581921048561
166,3.320000,-0.454889692198,1.333451915740,1.124896107268,-4.711260099143,-4.220419523779
167,3.340000,-0.428220653884,1.275852195750,1.030670905285,-4.465651951469,4.532981773799
168,3.360000,-0.402703609969,1.379738307179,0.941357866256,-4.325912713732,-2.454220884340
169,3.380000,-0.375108843825,1.342607244393,0.854839611981,-4.106341096719,-5.141444941420
170,3.400000,-0.348256698937,1.245157638768,0.772712790047,-3.848408527180,-4.753463505778
171,3.420000,-0.323353546162,1.163521437983,0.695744619503,-3.610637055270,-8.922881415389
172,3.440000,-0.300083117402,0.980966019007,0.623531878398,-3.287128300436,-9.107937341123
173,3.460000,-0.280463797022,0.799829277294,0.557789312389,-2.968812664635,-8.682511915037
174,3.480000,-0.264467211476,0.619507742904,0.498413059096,-2.656303702852,-8.859010525297
175,3.500000,-0.252077056618,0.440883605868,0.445286985039,-2.351287011833,-8.584450016584
176,3.520000,-0.243259384501,0.262355871506,0.398261244803,-2.052423909746,-8.101403345632
177,3.540000,-0.238012267070,0.098151566048,0.357212766608,-1.775684768775,-6.629117548188
178,3.560000,-0.236049235750,-0.041790205358,0.321699071232,-1.532686613677,-6.142452966377
179,3.580000,-0.236885039857,-0.171612194247,0.291045338959,-1.307350350626,-6.068212477671
180,3.600000,-0.240317283742,-0.305516325429,0.264898331946,-1.082772515012,-2.611697577145
181,3.620000,-0.246427610250,-0.360969686297,0.243242881646,-0.955152736508,-5.891347015386
182,3.640000,-0.253647003976,-0.484875490043,0.224139826916,-0.751332221434,-5.979325194402
183,3.660000,-0.263344513777,-0.621922908271,0.209113182487,-0.535691160638,-6.401592573530
184,3.680000,-0.275782971942,-0.762929236773,0.198399359274,-0.318302858350,-3.613804076011
185,3.700000,-0.291041556678,-0.834183256877,0.192033302107,-0.186253050268,-0.715599384629
186,3.720000,-0.307725221815,-0.847359440886,0.188308241102,-0.124953845568,0.239289712241
187,3.740000,-0.324672410633,-0.846160065684,0.185809164191,-0.081698729640,1.299588355219
188,3.760000,-0.341595611947,-0.815919188821,0.184175189598,-0.073758264593,0.658880701913
189,3.780000,-0.357913995723,-0.807377420991,0.182700024306,-0.040256572834,2.082942022722
190,3.800000,-0.374061544143,-0.773699373692,0.181894892849,-0.037179278843,-1.279778637603
191,3.820000,-0.389535531617,-0.796561932766,0.181151307272,0.033363424331,3.635501460950
192,3.840000,-0.405466770272,-0.720600819359,0.181818575759,-0.014540134556,1.777508810285
193,3.860000,-0.419878786659,-0.687778060271,0.181527773068,-0.010652814108,0.939428210574
194,3.880000,-0.433634347865,-0.669287588834,0.181314716786,0.010316294888,-0.920521863881
195,3.900000,-0.447020099642,-0.696111238425,0.181521042683,0.085466308771,6.747026790771
196,3.920000,-0.460942324410,-0.552203477587,0.183230368859,-0.043659524743,6.016925549318
197,3.940000,-0.471986393962,-0.432522427951,0.182357178364,-0.143345568439,3.054108298082
198,3.960000,-0.480636842521,-0.367737520004,0.179490266995,-0.177572768220,2.170371909653
199,3.980000,-0.487991592921,-0.324403134636,0.175938811631,-0.186833402390,1.721042072251
200,4.000000,-0.494479655614,-0.285112398221,0.172202143583,-0.192117481316,5.113449111566
201,4.020000,-0.500181903578,-0.174955857116,0.168359793957,-0.283261187399,6.456192461413
202,4.040000,-0.503681020720,-0.049125434813,0.162694570209,-0.394197589696,7.189215290932
203,4.060000,-0.504663529417,0.095067103938,0.154810618415,-0.528657777087,-0.075076865024
204,4.080000,-0.502762187338,0.085397885133,0.144237462873,-0.480223832855,6.520662532586
205,4.100000,-0.501054229635,0.222131343250,0.134632986216,-0.610551809002,0.919013369900
206,4.120000,-0.496611602770,0.237355373670,0.122421950036,-0.596864672990,-0.219435605255
207,4.140000,-0.491864495297,0.235752341970,0.110484656576,-0.565776578844,-3.678197955643
208,4.160000,-0.487149448457,0.159550508057,0.099169124999,-0.447302099613,1.474436483531
209,4.180000,-0.483958438296,0.189930825732,0.090223083007,-0.460450151329,-5.423909798663
210,4.200000,-0.480159821782,0.076149058069,0.081014079980,-0.301060872120,-1.544957040749
211,4.220000,-0.478636840620,0.039700037474,0.074992862538,-0.237538339304,1.621311403883
212,4.240000,-0.477842839871,0.080531845186,0.070242095752,-0.269194606400,-0.239667799978
213,4.260000,-0.476232202967,0.069598499306,0.064858203624,-0.239169598978,-2.711560068677
214,4.280000,-0.474840232981,0.009970662423,0.060074811644,-0.151298018545,4.158424610812
215,4.300000,-0.474640819732,0.093389190867,0.057048851273,-0.238281048766,-1.105148312960
216,4.320000,-0.472773035915,0.072007518739,0.052283230298,-0.198695795242,-1.908030705101
217,4.340000,-0.471332885540,0.025854362828,0.048309314393,-0.130140411977,1.051833653391
218,4.360000,-0.470815798284,0.047359243664,0.045706506154,-0.144747635491,2.219955327314
219,4.380000,-0.469868613410,0.085686499071,0.042811553444,-0.180425846384,2.439854753580
220,4.400000,-0.468154883429,0.128411672221,0.039203036516,-0.222146680164,-1.741293368971
221,4.420000,-0.465586649985,0.090629502035,0.034760102913,-0.166854494297,-2.364238879932
222,4.440000,-0.463774059944,0.037598132221,0.031423013027,-0.094071530883,-4.406440802133
223,4.460000,-0.463022097300,-0.062436763689,0.029541582409,0.035085293521,-0.281752481996
224,4.480000,-0.464270832573,-0.063387468739,0.030243288280,0.043292835816,-0.916496601890
225,4.500000,-0.465538581948,-0.078882173820,0.031109144996,0.069356001654,1.083647184072
226,4.520000,-0.467116225424,-0.059151947123,0.032496265029,0.052786343323,2.291160539992
227,4.540000,-0.468299264367,-0.010861991259,0.033551991896,0.001817231526,2.883966495461
228,4.560000,-0.468516504192,0.042779681775,0.033588336526,-0.055405937262,5.023034327872
229,4.580000,-0.467660910557,0.154589114904,0.032480217781,-0.183355610957,3.525725272389
230,4.600000,-0.464569128259,0.219731145004,0.028813105562,-0.254822399354,-2.452058280857
231,4.620000,-0.460174505358,0.166464952986,0.023716657575,-0.183160617684,2.827808284166
232,4.640000,-0.456845206299,0.232798012810,0.020053445221,-0.258186936645,1.399795008325
233,4.660000,-0.452189246043,0.258819688462,0.014889706488,-0.285055310047,-3.844466355705
234,4.680000,-0.447012852273,0.172988919423,0.009188600287,-0.177078545465,1.110475024397
235,4.700000,-0.443553073885,0.190840236336,0.005647029378,-0.196604565087,-3.682150138198
236,4.720000,-0.439736269158,0.113179278473,0.001714938076,-0.100764618211,-5.066814885100
237,4.740000,-0.437472683589,0.014837447214,-0.000300354288,0.019301272422,-0.939689246271
238,4.760000,-0.437175934644,0.001163721759,0.000085671160,0.035866970151,-2.483717314752
239,4.780000,-0.437152660209,-0.049368464461,0.000803010563,0.097372071536,4.716361162531
240,4.800000,-0.438140029498,0.040888066720,0.002750451994,-0.012255136151,0.889245281216
241,4.820000,-0.437322268164,0.061726212138,0.002505349271,-0.036953093367,-3.623009444327
242,4.840000,-0.436087743921,-0.014220310522,0.001766287404,0.056052053710,-1.876693192666
243,4.860000,-0.436372150132,-0.045368912780,0.002887328478,0.094373473806,-2.152603337679
244,4.880000,-0.437279528387,-0.089499532244,0.004774797954,0.148758118622,1.845783905932
245,4.900000,-0.439069519032,-0.049321052537,0.007749960327,0.101011677631,-0.813094259652
246,4.920000,-0.440055940083,-0.067865202589,0.009770193879,0.125424541844,1.429296893482
247,4.940000,-0.441413244135,-0.037445612705,0.012278684716,0.090745856757,1.586627389647
248,4.960000,-0.442162156389,0.000419748804,0.014093601851,0.047608095214,1.905875541267
249,4.980000,-0.442153761413,0.047428008793,0.015045763755,-0.006218782429,4.490713702672
250,5.000000,-0.441205201237,0.133014398961,0.014921388107,-0.106751917005,-0.554715556590
251,5.020000,-0.438544913258,0.119665404967,0.012786349767,-0.086949465259,2.162473167942
252,5.040000,-0.436151605158,0.160325496689,0.011047360462,-0.133365939511,1.177461194708
253,5.060000,-0.432945095225,0.191492921133,0.008380041671,-0.168649124149,-3.062961004287
254,5.080000,-0.429115236802,0.124687472426,0.005007059188,-0.085366460509,-0.807657191798
255,5.100000,-0.426621487353,0.104938796461,0.003299729978,-0.060142407369,-0.075844780659
256,5.120000,-0.424522711424,0.103765256664,0.002096881831,-0.057926793505,-0.578327276379
257,5.140000,-0.422447406291,0.091474837551,0.000938345961,-0.042471975826,-0.969054479131
258,5.160000,-0.420617909540,0.078509557771,0.000088906444,-0.026472571641,-2.664124666082
259,5.180000,-0.419047718384,0.026576794264,-0.000440544989,0.036737443728,-2.598779860022
260,5.200000,-0.418516182499,-0.023882549011,0.000294203886,0.098028287422,0.021987375471
261,5.220000,-0.418993833479,-0.021003231180,0.002254769634,0.094595133476,-0.551690319050
262,5.240000,-0.419413898103,-0.032452500301,0.004146672304,0.109064177474,1.667186828522
263,5.260000,-0.420062948109,0.009975709738,0.006327955853,0.058430333221,3.350724326886
264,5.280000,-0.419863433914,0.078672250432,0.007496562518,-0.023643351755,-0.938273756243
265,5.300000,-0.418289988906,0.056275345159,0.007023695483,0.005396744074,-1.465542067262
266,5.320000,-0.417164482002,0.025772394300,0.007131630364,0.044186776802,4.383635122371
267,5.340000,-0.416649034116,0.119572139294,0.008015365900,-0.068237957817,4.461083047931
268,5.360000,-0.414257591330,0.221565042304,0.006650606744,-0.190419606907,1.945806530866
269,5.380000,-0.409826290484,0.266000423911,0.002842214606,-0.242897167415,1.160340419936
270,5.400000,-0.404506282006,0.285296202384,-0.002015728743,-0.265696556632,2.456362107889
271,5.420000,-0.398800357958,0.341835615214,-0.007329659875,-0.334971517727,0.480861135512
272,5.440000,-0.391963645654,0.343620847527,-0.014029090230,-0.338893383340,-5.343883932130
273,5.460000,-0.385091228704,0.233845449783,-0.020806957897,-0.208687137063,-5.328788359526
274,5.480000,-0.380414319708,0.118896265783,-0.024980700638,-0.073820653425,-5.083061087785
275,5.500000,-0.378036394392,0.015654691963,-0.026457113706,0.045795652426,-5.318713089818
276,5.520000,-0.377723300553,-0.094554508341,-0.025541200658,0.173529688050,-3.375271571400
277,5.540000,-0.379614390720,-0.159992555417,-0.022070606897,0.247028304228,-2.796505449626
278,5.560000,-0.382814241828,-0.226153774725,-0.017130040812,0.322241479883,0.073646900231
279,5.580000,-0.387337317323,-0.216641190738,-0.010685211215,0.306579648128,3.799263334341
280,5.600000,-0.391670141138,-0.134003874103,-0.004553618252,0.203486290399,-1.036598459563
281,5.620000,-0.394350218620,-0.155374360203,-0.000483892444,0.228401337718,1.026922642077
282,5.640000,-0.397457705824,-0.138587747107,0.004084134310,0.207860840310,1.942025825635
283,5.660000,-0.400229460766,-0.099300677975,0.008241351117,0.161033980741,4.660110176761
284,5.680000,-0.402215474325,0.003160660106,0.011462030731,0.038336560685,-1.971573401031
285,5.700000,-0.402152261123,-0.040094379197,0.012228761945,0.093699552192,2.354538359777
286,5.720000,-0.402954148707,0.000604269715,0.014102752989,0.047102722611,-0.320580510659
287,5.740000,-0.402942063313,-0.004857491638,0.015044807441,0.057114183886,-0.002251906618
288,5.760000,-0.403039213146,-0.005039510162,0.016187091119,0.060927062289,2.520759115665
289,5.780000,-0.403140003349,0.041141125496,0.017405632365,0.008608581656,2.845354729003
290,5.800000,-0.402317180839,0.109384783685,0.017577803998,-0.070258840986,-0.677394721812
291,5.820000,-0.400129485165,0.099829432714,0.016172627178,-0.054438194704,2.226180578391
292,5.840000,-0.398132896511,0.150917653824,0.015083863284,-0.112730626985,-0.224558744776
293,5.860000,-0.395114543434,0.154867978797,0.012829250744,-0.113935851425,4.547355019379
294,5.880000,-0.392017183859,0.253742478938,0.010550533716,-0.231168163463,-2.436979051752
295,5.900000,-0.386942334280,0.193886779011,0.005927170446,-0.155824625542,3.185880406144
296,5.920000,-0.383064598700,0.265098198668,0.002810677936,-0.241054097354,-5.391015398070
297,5.940000,-0.377762634726,0.145953057067,-0.002010404011,-0.095414755535,-5.406716292089
298,5.960000,-0.374843573585,0.031453703565,-0.003918699122,0.043421239517,1.924843479860
299,5.980000,-0.374214499514,0.076142624428,-0.003050274332,-0.011888732927,-5.076076167003
