feasible,forward_distance_m,lateral_drift_m,mechanical_work_j,descriptor_duty_factor,descriptor_body_height_std_mm,minimum_torso_height_m,terrain_contact_steps,constraint_fall_m,constraint_drift_m,score,decision_0,decision_1,decision_2,decision_3,decision_4,decision_5,decision_6,decision_7,decision_8,decision_9,decision_10,decision_11,decision_12,decision_13,decision_14,decision_15,decision_16,decision_17,decision_18,decision_19,decision_20,decision_21,decision_22,decision_23,decision_24
1,0.5411975513742419,0.0038500830643193916,0.23611185036522656,0.9072916666666667,110.99216320384613,0.2796228263713094,720,-0.12962282637130942,-0.4961499169356806,-0.5407253276735114,1.708015910165,0.6274086666405528,-1.4600943662813173,0.2984887837883793,0.5057727034551335,-0.2820133947565968,-0.1097585335086082,0.13742377915144008,2.9081424768970168,-0.2004209977742447,0.4592168835572723,2.317930334592444,-0.051499166811703634,0.31380451047882546,-0.7722567106267837,0.5654641411630869,0.24645844397959624,1.3768174591180484,-0.24965451798689875,0.4435403430709638,3.1383091281079203,-0.29919406756470734,0.7918298656207784,2.5652785421612503,0.4833189947788131
