arm,evaluations,elapsed_seconds,best_objective
de-cardinality,1056,0.03743062800000000,5160.00000000000000000
de-cardinality,4183,0.03887218100000000,5136.00000000000000000
de-weighted,1041,0.04218764800000000,752610.75204084429424256
de-weighted,4145,0.04419808300000000,706820.91023727366700768
