proposal,topology,active_edges,dimension,motifs,exact_reference,training_score,validation_score,generalization_gap,period_train,period_validation,amplitude_train,amplitude_validation,participation_validation,failure_fraction_validation,requested_evaluations,actual_evaluations,wall_seconds
155,012002010,4,14,other,,1.849434202822,3.219858654449,1.370424451626,25.275746359527,40.104167912278,15.000000000000,15.000000000000,1.000000000000,0.000000000000,192000,192000,59.938549635
156,200011020,4,14,other,,1.553045873964,2.625965821293,1.072919947328,24.171042883633,35.497593637068,14.333333333333,12.266666666667,1.000000000000,0.000000000000,192000,192000,53.231318152
157,000200102,3,12,other,,1.505950158018,2.433903521461,0.927953363443,24.535858620300,29.425068329363,15.333333333333,13.733333333333,1.000000000000,0.000000000000,192000,192000,49.715408432
158,000002120,3,12,other,,1.650764465132,3.028177195230,1.377412730098,30.754425936715,40.152273104308,95.500000000000,84.400000000000,1.000000000000,0.000000000000,192000,192000,40.584433219
159,102200011,5,16,other,,1.561619247862,3.208973983465,1.647354735603,42.932438865023,45.417364864762,43.666666666667,33.000000000000,1.000000000000,0.000000000000,192000,192000,77.996502749
160,001011220,5,16,other,,1.644888432215,2.959319072877,1.314430640662,24.154185419404,32.754710264917,19.833333333333,17.800000000000,1.000000000000,0.000000000000,192000,192000,82.971720585
161,010110100,4,14,other,,1.481693292686,2.564953185070,1.083259892384,28.910930890514,35.221752431028,17.000000000000,13.000000000000,1.000000000000,0.000000000000,192000,192000,124.018874364
162,021102001,5,16,other,,1.444408238738,2.637981169259,1.193572930521,25.112235538030,30.040677164942,18.166666666667,19.400000000000,1.000000000000,0.000000000000,192000,192000,71.083501125
163,102002112,6,18,other,,1.073720357536,2.425093264315,1.351372906779,24.507283509790,40.019131146666,39.166666666667,40.933333333333,1.000000000000,0.000000000000,192000,192000,138.789870416
164,002121011,6,18,goodwin-like,,0.558570373203,1.229742523918,0.671172150715,25.717267301936,24.876524308919,61.500000000000,55.733333333333,1.000000000000,0.000000000000,192000,192000,116.156552993
166,001001000,2,10,other,,1.779478170301,3.423405358635,1.643927188335,25.570493673988,44.682811321673,20.166666666667,19.733333333333,1.000000000000,0.000000000000,192000,192000,53.223182935
167,110012101,6,18,goodwin-like,,0.462185210953,0.934788855549,0.472603644597,25.593547157392,26.863873408756,58.833333333333,60.000000000000,1.000000000000,0.000000000000,192000,192000,134.138281705
171,011020021,5,16,toggle-core,,1.515913137224,3.261759752912,1.745846615687,24.718983544397,40.232948610952,36.833333333333,33.666666666667,1.000000000000,0.000000000000,192000,192000,114.755953000
172,021012201,6,18,goodwin-like,,0.496489416618,1.506472876277,1.009983459660,25.744608594641,26.682322139842,47.000000000000,45.000000000000,1.000000000000,0.000000000000,192000,192000,64.157286326
173,011000010,3,12,other,,1.579292912677,3.574196856695,1.994903944018,25.103353892310,51.965735577490,25.666666666667,21.466666666667,1.000000000000,0.000000000000,192000,192000,67.247152550
174,200020012,4,14,other,,1.063484317587,1.387101533057,0.323617215470,28.249869944019,23.844148607889,20.833333333333,18.866666666667,1.000000000000,0.000000000000,192000,192000,47.129129273
175,020020002,3,12,other,,1.315602489132,2.688343258474,1.372740769342,25.048096164675,34.522873928651,24.666666666667,23.533333333333,1.000000000000,0.000000000000,192000,192000,34.359894519
176,101012220,6,18,other,,1.214546990459,3.040620756826,1.826073766367,24.502770106844,37.446472631412,24.833333333333,23.600000000000,1.000000000000,0.000000000000,192000,192000,171.306142247
177,000010200,2,10,other,,1.695731470777,2.958800881754,1.263069410977,25.836733856196,39.590513453205,33.833333333333,34.000000000000,1.000000000000,0.000000000000,192000,192000,27.892057146
178,002001122,5,16,other,,0.896609353453,1.825655496755,0.929046143301,23.616014165721,28.421178753955,34.833333333333,33.533333333333,1.000000000000,0.000000000000,192000,192000,57.663123585
179,210020011,5,16,other,,1.037005810313,1.772275276999,0.735269466685,24.242267604437,30.579202490144,41.000000000000,42.533333333333,1.000000000000,0.000000000000,192000,192000,70.832797715
180,022110220,6,18,mixed-cycle,,1.116647855242,2.096769735457,0.980121880215,25.719061933531,26.336429470468,31.166666666667,28.600000000000,1.000000000000,0.000000000000,192000,192000,61.911118364
181,021000010,3,12,other,,1.812998550323,3.293031768097,1.480033217773,25.235576857576,44.478842461151,22.833333333333,21.133333333333,1.000000000000,0.000000000000,192000,192000,46.527671207
182,110100001,4,14,other,,1.730289233829,3.351247742746,1.620958508916,24.793560386242,45.063306852494,23.833333333333,20.066666666667,1.000000000000,0.000000000000,192000,192000,109.166791163
183,101011000,4,14,other,,1.346930052383,3.403055053013,2.056125000630,27.730925889113,55.662141711294,40.333333333333,40.866666666667,1.000000000000,0.000000000000,192000,192000,95.509196432
184,000000220,2,10,other,,1.631594060172,2.669489025751,1.037894965579,25.387732199743,35.566282947538,19.833333333333,19.000000000000,1.000000000000,0.000000000000,192000,192000,26.517572755
185,000110010,3,12,other,,1.632595072742,3.023882578344,1.391287505603,25.882438915752,36.198314632798,29.500000000000,27.733333333333,1.000000000000,0.000000000000,192000,192000,114.912726046
186,000220001,3,12,other,,1.413875452625,2.989138838305,1.575263385681,23.960941591776,31.932903209951,24.833333333333,28.200000000000,1.000000000000,0.000000000000,192000,192000,45.493983659
187,020010001,3,12,other,,1.527059862046,3.201401751688,1.674341889642,28.003344201699,39.110821339502,16.000000000000,11.866666666667,1.000000000000,0.000000000000,192000,192000,39.475059856
188,221100110,6,18,positive-cycle,,1.592367223159,3.212387881973,1.620020658814,28.531325312683,37.492178117838,66.000000000000,56.933333333333,1.000000000000,0.000000000000,192000,192000,142.093218948
189,001021200,4,14,other,,1.536939300001,2.740807150339,1.203867850339,27.110449712278,36.552430409666,21.166666666667,19.066666666667,1.000000000000,0.000000000000,192000,192000,66.784317152
190,012000112,5,16,other,,1.177186501472,2.174412266518,0.997225765046,31.525329909748,37.263502696461,31.833333333333,31.133333333333,1.000000000000,0.000000000000,192000,192000,122.249456810
191,010020101,4,14,other,,1.471506498030,2.761645431305,1.290138933276,24.080318299827,31.739327140897,23.500000000000,23.333333333333,1.000000000000,0.000000000000,192000,192000,96.076255064
192,010001200,3,12,other,,1.564818013259,2.947982102651,1.383164089392,25.975249661980,45.357976607640,22.166666666667,21.333333333333,1.000000000000,0.000000000000,192000,192000,65.616088341
193,211011000,5,16,other,,1.554244542295,2.821222613603,1.266978071308,24.881912441221,43.405071261268,27.166666666667,31.466666666667,1.000000000000,0.000000000000,192000,192000,101.198426340
194,200002002,3,12,other,,1.537110854541,3.068534287943,1.531423433402,25.009259123671,43.396593274698,33.833333333333,30.933333333333,1.000000000000,0.000000000000,192000,192000,31.671004962
195,021010001,4,14,other,,1.682219595470,3.074263208658,1.392043613188,25.376879063021,38.280956930248,15.666666666667,15.133333333333,1.000000000000,0.000000000000,192000,192000,117.056720824
196,002110000,3,12,other,,1.454571252114,2.902691708620,1.448120456506,26.152442251265,38.589165164417,19.166666666667,21.066666666667,1.000000000000,0.000000000000,192000,192000,69.574746843
197,012220000,4,14,other,,1.431444078694,3.299028111001,1.867584032307,24.957507799568,40.741334422859,32.000000000000,28.666666666667,1.000000000000,0.000000000000,192000,192000,54.941343346
198,000110200,3,12,other,,1.502642457553,3.021684712855,1.519042255303,25.209566038733,46.250543295442,18.833333333333,19.000000000000,1.000000000000,0.000000000000,192000,192000,41.504224785
199,202202220,6,18,repressilator+toggle-core,,0.357469856453,0.668048087572,0.310578231119,25.867328061475,24.718344075215,117.000000000000,110.266666666667,1.000000000000,0.000000000000,192000,192000,53.035436703
200,011200121,6,18,mixed-cycle,,1.572651531077,2.829979517320,1.257327986244,23.779557861389,31.629374525968,23.666666666667,19.933333333333,1.000000000000,0.000000000000,192000,192000,151.229177184
201,001101002,4,14,other,,1.717616050081,2.966667641080,1.249051590999,25.071959890805,36.115736554883,16.166666666667,15.400000000000,1.000000000000,0.000000000000,192000,192000,82.340072423
202,000200001,2,10,other,,1.656998132372,3.231154921625,1.574156789253,24.387856719495,32.260094115756,22.500000000000,19.866666666667,1.000000000000,0.000000000000,192000,192000,33.581610035
203,201111200,6,18,other,,1.587896871394,3.324188744754,1.736291873360,25.100370395236,41.741018013856,21.000000000000,19.066666666667,0.933333333333,0.000000000000,192000,192000,141.915843022
204,020011002,4,14,goodwin-like,,0.534968470882,1.058774952695,0.523806481813,25.495944950590,26.102622148576,51.833333333333,52.533333333333,1.000000000000,0.000000000000,192000,192000,42.171404349
205,210220120,6,18,mixed-cycle+toggle-core,,1.495187115464,2.985895614126,1.490708498662,23.394275474196,35.878660723029,29.333333333333,32.400000000000,1.000000000000,0.000000000000,192000,192000,104.866314247
206,120120002,5,16,other,,1.417441015205,2.516892040004,1.099451024800,25.275214043565,30.931683321109,26.333333333333,23.266666666667,1.000000000000,0.000000000000,192000,192000,92.245748463
207,002102121,6,18,goodwin-like,,0.484556256416,1.396274028957,0.911717772541,25.696696593289,25.487571351214,49.500000000000,48.866666666667,1.000000000000,0.000000000000,192000,192000,71.509307306
208,020220010,4,14,other,,0.868770267438,2.556600030524,1.687829763086,24.982880271385,37.602608487030,25.666666666667,18.133333333333,1.000000000000,0.000000000000,192000,192000,30.583903955
209,000200002,2,10,other,,1.624505946087,3.131057500411,1.506551554324,24.331240014380,41.382628901066,19.666666666667,18.933333333333,1.000000000000,0.000000000000,192000,192000,25.912258920
210,101002002,4,14,other,,1.629139158599,2.665085717647,1.035946559048,27.190992687689,33.154979158382,36.500000000000,39.000000000000,1.000000000000,0.000000000000,192000,192000,103.992509596
