proposal,topology,active_edges,dimension,motifs,exact_reference,training_score,validation_score,generalization_gap,period_train,period_validation,amplitude_train,amplitude_validation,participation_validation,failure_fraction_validation,requested_evaluations,actual_evaluations,wall_seconds
141,022010100,4,14,other,,1.722439057806,2.903032930528,1.180593872722,24.524449599356,35.256664226873,14.833333333333,16.000000000000,1.000000000000,0.000000000000,192000,192000,54.040683200
142,220012012,6,18,mixed-cycle,,1.587781387447,2.744602889660,1.156821502213,27.239954036344,31.221703038547,27.666666666667,29.333333333333,1.000000000000,0.000000000000,192000,192000,79.276879007
143,001020202,4,14,toggle-core,,1.379337813045,2.830971272247,1.451633459202,25.328217852504,34.298372692422,22.166666666667,20.600000000000,1.000000000000,0.000000000000,192000,192000,53.669422010
144,100221120,6,18,mixed-cycle+toggle-core,,0.983043947041,2.127393336778,1.144349389737,25.416407695284,35.183760183262,39.333333333333,48.000000000000,1.000000000000,0.000000000000,192000,192000,82.540114000
145,200202120,5,16,mixed-cycle+toggle-core,,1.506948249569,2.895686077674,1.388737828105,27.077900703504,38.725735340028,22.500000000000,22.866666666667,1.000000000000,0.000000000000,192000,192000,60.028679083
146,120200210,5,16,mixed-cycle,,1.566823777481,2.852495537099,1.285671759618,25.829718109115,29.355662954510,25.333333333333,20.066666666667,1.000000000000,0.000000000000,192000,192000,69.887814641
147,120022202,6,18,repressilator+toggle-core,,0.370474877127,0.680510832768,0.310035955640,25.456663328901,24.841745546137,121.333333333333,117.266666666667,1.000000000000,0.000000000000,192000,192000,66.791040865
148,200220122,6,18,mixed-cycle+toggle-core,,1.373245814991,2.110264448308,0.737018633317,24.236913799287,29.323511918711,36.833333333333,40.200000000000,1.000000000000,0.000000000000,192000,192000,74.674102203
149,200001201,4,14,other,,1.127079589466,3.088946548880,1.961866959414,28.945028038736,40.201332250591,26.166666666667,23.733333333333,0.933333333333,0.000000000000,192000,192000,52.362348081
150,200010210,4,14,other,,1.655388557527,3.393319450044,1.737930892517,23.381685170410,42.010538891911,19.333333333333,17.933333333333,1.000000000000,0.000000000000,192000,192000,69.238331671
151,001002022,4,14,other,,1.484882364164,2.997891602675,1.513009238510,24.630421468890,39.257924261142,23.666666666667,19.333333333333,1.000000000000,0.000000000000,192000,192000,61.787271101
152,220012210,6,18,other,,1.544424333262,3.249579688137,1.705155354875,23.665487637403,37.975849753386,48.000000000000,40.466666666667,1.000000000000,0.000000000000,192000,192000,71.929466950
153,010021010,4,14,other,,1.411500103867,3.003686483810,1.592186379943,23.649187163628,34.624154308818,20.333333333333,17.933333333333,1.000000000000,0.000000000000,192000,192000,104.400306600
154,120101021,6,18,other,,1.531574732743,2.732347044366,1.200772311623,23.973153571312,35.287817765616,22.833333333333,24.533333333333,1.000000000000,0.000000000000,192000,192000,149.595029142
