niche_id,grid_x,grid_y,quality_train,quality_validation,descriptor_centroid_x_train,descriptor_centroid_y_train,descriptor_centroid_x_validation,descriptor_centroid_y_validation,visit_count,decision_source_1_x_m,decision_source_1_y_m,decision_source_1_log10_emission_g_s,decision_source_1_height_m,decision_source_2_x_m,decision_source_2_y_m,decision_source_2_log10_emission_g_s,decision_source_2_height_m,decision_wind_direction_bias_deg,decision_wind_speed_scale,decision_lateral_dispersion_scale,decision_vertical_dispersion_scale
208,8,10,0.10941467216571718,0.1382232907858538,-201.26528331013807,32.786502973873,-201.26528331013807,32.786502973873,1019,-803.3361311938204,398.75803451322525,0.23261572878417763,48.27077085925723,910.470224187928,-642.9870339377674,-0.033738148654319886,66.47457716883828,3.3785260697588795,0.9364894217555769,1.1179245674889058,0.8440630647371892
209,9,10,0.12133800188140194,0.1297296827785322,-166.67114251533044,14.823229968655674,-166.67114251533044,14.823229968655674,753,-816.9851104236591,409.37963613593877,0.17069095219848643,41.590563670261034,886.2808450608729,-624.0204249216359,-0.03859453431661968,71.80390634567802,2.915328359403651,0.9159859141149786,1.0841839395204869,0.9168549386687926
189,9,9,0.12483004921798921,0.1312663513587807,-59.921472555456546,-47.887031053503065,-59.921472555456546,-47.887031053503065,921,-803.5323049154277,392.82218872170506,0.12198916360168637,43.50472166116488,915.189844069463,-625.7975843195064,0.004280674562087846,73.93846810118359,2.8929884945977458,0.9192613542501342,1.1154450791445056,0.9115154549974719
207,7,10,0.12824185537945915,0.16046445808043586,-380.15663563713184,138.08066786743373,-380.15663563713184,138.08066786743373,888,-813.1222070806072,377.68804792507433,0.4416845446925458,53.05557823740121,929.2479024571704,-586.5566047045279,-0.03893593356309486,67.56978905153721,3.3373302264397546,1.1993447297298183,1.0826434926360817,0.8748124106601061
227,7,11,0.14438361375735156,0.1091444377953869,-407.7537389546264,189.1807381655636,-407.7537389546264,189.1807381655636,947,-795.285726459827,407.421575579864,0.45085343501258157,51.66260130186333,918.1085238541308,-557.4861173737338,-0.08333741904293104,63.00370287264779,3.309111143360889,1.2,1.053346633766993,0.8430096254065922
171,11,8,0.16185399555325727,0.22367504221143827,195.29468867170254,-239.98902084302586,195.29468867170254,-239.98902084302586,734,-824.721089788794,422.31222186672903,0.25480246263825446,42.38344689227353,862.227270194908,-673.0316137851805,0.4393274180459765,83.31204906346571,3.1256274554896213,1.1080505840460677,1.086982083135165,0.801103492514727
190,10,9,0.1646235624152526,0.13518422675312344,129.06988446254488,-146.96528438527312,129.06988446254488,-146.96528438527312,774,-823.8351644620822,420.121385524339,0.2657142320292273,42.29268606871333,945.5424942432887,-632.8591663365645,0.33282224003974104,78.50283146323224,3.0325365524740593,1.0718218847659629,1.0555795794827214,0.7917328295199341
228,8,11,0.1730739969667383,0.2292802335589153,-350.57496556485944,227.69456259760378,-350.57496556485944,227.69456259760378,698,-760.5388260754911,479.22952110861615,0.3755444723403907,63.00533485066839,957.7797258635436,-575.0516663412692,-0.12843544956883204,68.52814897884288,3.3439420163001348,0.8202924102511189,1.1128932933808011,0.9616748203577696
188,8,9,0.18523089895296002,0.3324223147518284,-207.3000976488871,-1.2714491311925016,-207.3000976488871,-1.2714491311925016,665,-791.9510340760779,367.11463811591113,0.3358518603113799,44.48702235459204,876.5880343170306,-684.2247860206512,0.06776404892695184,71.70830986250492,3.091664602717664,1.2,1.151993369955433,0.8639415072153654
170,10,8,0.18606856679793604,0.2289272688953324,131.71294920574286,-188.4065311023515,131.71294920574286,-188.4065311023515,644,-802.7247783496791,420.5110634539616,0.3457747624700085,44.30773302563577,901.0953927362995,-689.76739549521,0.4301828551043011,79.19996928752174,3.0137123932898486,1.1938338525144168,1.1195788768622434,0.7613631539242658
191,11,9,0.22646216123748295,0.2309660016950398,219.76814282289283,-149.67403044065935,219.76814282289283,-149.67403044065935,654,-825.4374735615485,421.55446075551106,0.23596251782171626,41.983456792893676,1072.285039359433,-615.5937814389079,0.32446125726405545,107.20578781140232,2.7985209356127068,1.0999182999937362,1.137766382581915,0.8626644932541813
