accepted_index,structure_key,variant_key,niche,strategy,evaluation_found,objective_mga,mga_score,fixed_mass_score,launch_v_infinity_km_s,flyby_delta_v_km_s,charged_delta_v_km_s,flight_days,requested_evaluations,actual_evaluations,worker_seconds
87,3-3-2-3-5-5-10,3-3-2-3-5-5-10|000001,L7-I4-TJJ-R1-F25y,Agent,true,-1024445.4110046328,1024445.4110046328,1772690.978727956,3.446397225767412,13.448721695782506,14.39511892154992,9219.673589264867,3520000,1750761,1735.992307248
88,3-3-3-3-2-3-6-5-10,3-3-3-3-2-3-6-5-10|00000011,L9-I6-TSJ-R1-F28y,Agent,true,-1444267.9487537509,1444267.9487537509,1736147.4829469037,2.4914831681114147,5.464170149976289,5.464170149976289,10520.243476261714,3520000,2040282,3448.702381264
89,3-3-2-2-3-5-5-10,3-3-2-2-3-5-5-10|0000001,L8-I5-TJJ-R1-F25y,Agent,true,-867698.9500104531,867698.9500104531,1624566.399215025,2.9695381129640634,15.857591129026215,16.327129241990278,9448.986087782116,3520000,1892798,2206.419584112
90,3-3-3-2-2-3-6-6-10,3-3-3-2-2-3-6-6-10|00000000,L9-I6-TSS-R0-F19y,Agent,true,-414472.0657667106,414472.0657667106,929325.6395024745,2.2774147732373478,20.74753114201532,20.74753114201532,7136.866253619716,3520000,2012143,4501.952870528
91,3-3-3-3-2-6-3-6-5-10,3-3-3-3-2-6-3-6-5-10|000000011,L10-I6-TSSJ-R1-F17y,Agent,true,-397334.0146619835,397334.0146619835,1723673.9518553424,2.7094871127830493,36.718585330116746,36.9280724428998,6409.423359106117,3520000,1947944,4770.7818824
92,3-2-3-2-3-6-5-10,3-2-3-2-3-6-5-10|0000011,L8-I5-TSJ-R1-F18y,Agent,true,-1410594.040102662,1410594.040102662,1574100.8170963135,4.985297098144118,1.1550149725183112,3.640312070662429,6619.664983652055,3520000,1928211,2763.059790496
93,3-3-2-2-2-3-6-5-10,3-3-2-2-2-3-6-5-10|00000011,L9-I6-TSJ-R1-F28y,Agent,true,-1443526.7455346892,1443526.7455346892,1759433.2370337078,5.736785372759463,2.5666090507971697,5.803394423556632,10583.536741832395,3520000,1980838,3090.186646368
94,3-3-2-3-6-6-5-10,3-3-2-3-6-6-5-10|0000011,L8-I4-TSSJ-R1-F26y,Agent,true,-752943.8937481375,752943.8937481375,1772780.6829334227,2.5110671309511767,21.934352702514843,21.94541983346602,9713.138281678695,3520000,1760182,3606.318872576
95,3-5-3-2-2-3-6-5-10,3-5-3-2-2-3-6-5-10|00000011,L9-I5-TJSJ-R1-F21y,Agent,true,-1026132.0370646776,1026132.0370646776,1673541.9200185235,9.252230514875748,6.1914685547156845,12.943699069591432,7673.744656106218,3520000,1981254,3586.112923088
96,3-3-2-3-3-2-3-6-5-10,3-3-2-3-3-2-3-6-5-10|000000011,L10-I7-TSJ-R1-F25y,Agent,true,-1396310.8501557633,1396310.8501557633,1671997.0558482858,2.6084660533236477,5.260557951120367,5.3690240044440145,9342.788143407415,3520000,2223513,4201.745032832
97,3-3-6-2-2-3-6-5-10,3-3-6-2-2-3-6-5-10|00000011,L9-I5-TSSJ-R1-F20y,Agent,true,-701108.1139414073,701108.1139414073,1669752.5590779416,2.50000015811551,22.226251179282077,22.226251337397585,7513.6534386533185,3520000,1866363,4529.54269608
98,3-2-3-2-2-3-6-5-10,3-2-3-2-2-3-6-5-10|00000011,L9-I6-TSJ-R1-F22y,Agent,true,-1509902.0915819646,1509902.0915819646,1701185.114270896,3.940587708158306,2.435256724998105,3.875844433156411,8177.776622389596,3520000,2012105,3557.792442656
