feasible,forward_distance_m,lateral_drift_m,mechanical_work_j,descriptor_duty_factor,descriptor_body_height_std_mm,minimum_torso_height_m,terrain_contact_steps,constraint_fall_m,constraint_drift_m,score,decision_0,decision_1,decision_2,decision_3,decision_4,decision_5,decision_6,decision_7,decision_8,decision_9,decision_10,decision_11,decision_12,decision_13,decision_14,decision_15,decision_16,decision_17,decision_18,decision_19,decision_20,decision_21,decision_22,decision_23,decision_24
1,0.9621475937592272,0.2639537191269694,0.8263220107480174,0.7006944444444444,131.1316586038222,0.24532928131686746,720,-0.09532928131686746,-0.2360462808730306,-0.9604949497377312,0.5981853776948843,0.7632052770861665,3.1231846518308846,-0.5482238975722544,0.7191403807082972,1.4503914876847714,0.7869899456326536,0.0030316670849861007,1.8913925040273432,-0.34388960850924055,0.7959641840671159,-1.2743646230624806,0.10761381992985442,0.10491420317220715,0.02685424471919795,-0.5539837240506511,0.37904521200340613,-1.5624681428192322,-0.05727870065342233,0.0006974688499284649,-2.2308584292854072,0.3685585899237396,0.7417775023069642,1.7465928851369101,0.05623904675517888
