variable,value
altitude_km,465.472038202828
inclination_deg,79.177025903805
raan_1_deg,237.735330226761
raan_2_deg,136.143874963015
raan_3_deg,290.657308906638
raan_4_deg,179.187465083100
mean_anomaly_1_deg,211.880690430950
mean_anomaly_2_deg,60.679488800932
mean_anomaly_3_deg,3.389300445651
mean_anomaly_4_deg,231.674802002752
