niche_id,grid_x,grid_y,quality_train,descriptor_mean_voltage_pu_train,descriptor_security_spread_train,asset_battery_capacity_mw,asset_capacitor_mvar,category_battery_bus,category_capacitor_bus_1,category_capacitor_bus_2,visit_count,objective_loss_mw,objective_voltage_deviation_mpu,objective_lifecycle_cost_musd,objective_security_index,constraint_voltage,constraint_thermal,constraint_power_flow,decision_generator_vm_1_pu,decision_generator_vm_2_pu,decision_generator_vm_3_pu,decision_generator_vm_4_pu,decision_generator_vm_5_pu,decision_generator_vm_6_pu,decision_generator_vm_7_pu,decision_generator_vm_8_pu,decision_generator_vm_9_pu,decision_tap_offset_1,decision_tap_offset_2,decision_tap_offset_3,decision_capacitor_bus_index_1,decision_capacitor_steps_1,decision_capacitor_bus_index_2,decision_capacitor_steps_2,decision_battery_bus_index,decision_battery_capacity_mw,decision_renewable_curtailment_1,decision_renewable_curtailment_2
362,2,18,14.772912623339,1.001214095102,0.271360080249,270.831088313387,175.000000000000,14,7,7,160,36.398711106055,14.516579064343,104.919987795680,0.999899511121,-0.013563084938,-0.000100488879,-1.000000000000,0.993942766940,1.007840890797,0.992595587582,1.006221483207,1.003060960917,1.006044145761,0.993653274484,0.983528046159,0.999264552093,0.000000000000,0.000000000000,0.000000000000,1.000000000000,1.000000000000,1.000000000000,6.000000000000,2.000000000000,270.831088313387,0.405600052881,0.483043127179
363,3,18,14.775845299827,1.002430410760,0.273612783201,270.832118241118,200.000000000000,14,7,7,487,36.183868383644,14.666625296979,104.780122986934,0.999835512929,-0.015569839355,-0.000164487071,-1.000000000000,0.987185149815,1.006693282923,0.991060226932,1.007227268207,1.002670969617,1.008889252433,0.992670767697,0.991880037555,0.998965434921,0.000000000000,0.000000000000,1.000000000000,1.000000000000,2.000000000000,1.000000000000,6.000000000000,2.000000000000,270.832118241118,0.398908355265,0.474673726561
342,2,17,14.776231305342,1.001092567281,0.268067537578,270.831085315090,175.000000000000,14,7,7,228,36.494691819066,14.434396177952,105.079987136055,0.999989555645,-0.013517249677,-0.000010444355,-1.000000000000,0.996061674339,1.007840890797,0.990693463069,1.006221483207,1.003060960917,1.000467332215,0.993653274484,0.982824242273,0.998568007109,0.000000000000,1.000000000000,1.000000000000,1.000000000000,1.000000000000,1.000000000000,6.000000000000,2.000000000000,270.831085315090,0.405600052881,0.483043127179
343,3,17,14.787682663704,1.002332837350,0.269739282329,270.832055380994,200.000000000000,14,7,7,585,36.153945355946,14.707830104629,104.798809873310,0.999973833462,-0.015582529586,-0.000026166538,-1.000000000000,0.987056133186,1.007509878695,0.991060226932,1.007454334843,1.002724400912,1.008889252433,0.993653274484,0.991880037555,0.999053777830,0.000000000000,1.000000000000,0.000000000000,1.000000000000,2.000000000000,1.000000000000,6.000000000000,2.000000000000,270.832055380994,0.398430688891,0.475813319618
364,4,18,14.853789660203,1.004050496399,0.277650830022,270.831501063431,200.000000000000,14,7,7,871,36.201503047968,14.926477051499,104.658711336851,0.999959357338,-0.017375684179,-0.000040642662,-1.000000000000,0.999240592840,1.004376136219,0.987921173344,1.010615896716,1.007031593401,1.005559065721,1.000753308533,0.986205035037,0.998964037330,0.000000000000,0.000000000000,2.000000000000,1.000000000000,2.000000000000,1.000000000000,6.000000000000,2.000000000000,270.831501063431,0.410544860233,0.453550945893
344,4,17,14.918201699043,1.004151213560,0.269066031630,270.830868354115,150.000000000000,14,7,7,473,36.269151835680,15.094905944144,104.680347313933,0.999443859794,-0.013128351820,-0.000556140206,-1.000000000000,1.003765457751,1.011536297055,0.990492453231,1.007656864387,1.007813181657,1.006611284297,0.994724374716,0.991612227578,0.999457993060,0.000000000000,1.000000000000,1.000000000000,1.000000000000,0.000000000000,1.000000000000,6.000000000000,2.000000000000,270.830868354115,0.409941029166,0.484966527804
323,3,16,14.976835120045,1.003307355554,0.248681241506,270.830946692028,175.000000000000,14,7,7,189,36.391921895903,15.216545453026,104.640298856344,0.999870430764,-0.010957016721,-0.000129569236,-1.000000000000,0.987292572127,1.009401749174,1.006206787784,0.995951400925,1.002473140036,1.006829655202,0.996748039829,0.985095592996,1.000471535949,0.000000000000,0.000000000000,3.000000000000,1.000000000000,1.000000000000,1.000000000000,6.000000000000,2.000000000000,270.830946692028,0.413569607427,0.458608562591
283,3,14,14.999576323583,1.003603137212,0.221785712259,270.834266772638,175.000000000000,14,7,7,179,36.436441223681,15.261775380370,104.639005393446,0.999998608734,-0.009337773367,-0.000001391266,-1.000000000000,0.987140206628,1.008700670098,1.003856196188,1.007946592278,1.002570482740,1.005353251947,0.996241057697,0.985060968733,0.999990028369,0.000000000000,0.000000000000,3.000000000000,1.000000000000,1.000000000000,1.000000000000,6.000000000000,2.000000000000,270.834266772638,0.413408355401,0.458775613158
324,4,16,14.999708682814,1.004777458618,0.253029210383,270.828447709293,175.000000000000,14,7,7,244,36.316432650152,15.284813919690,104.845040700815,0.998826308375,-0.011268700565,-0.001173691625,-1.000000000000,0.998950237121,1.008391790338,0.999126962350,1.007464832185,1.007371182107,1.006922923746,0.993701809243,0.986201390786,0.998958922156,0.000000000000,0.000000000000,3.000000000000,1.000000000000,1.000000000000,1.000000000000,6.000000000000,2.000000000000,270.828447709293,0.400396988293,0.481930885770
304,4,15,15.013582717214,1.004015472475,0.239325402209,271.065981151026,175.000000000000,14,7,7,305,36.487776497866,15.276167488079,104.670330535781,0.999760015560,-0.010436464949,-0.000239984440,-1.000000000000,0.999119326818,1.005490082279,1.007653400593,1.010453635699,1.005013924876,1.001273178517,0.996232132813,0.985146190688,0.998645168603,0.000000000000,0.000000000000,1.000000000000,1.000000000000,1.000000000000,1.000000000000,6.000000000000,2.000000000000,271.065981151026,0.413404757714,0.462444660615
303,3,15,15.015798827019,1.003567277844,0.232247651368,270.828889121984,175.000000000000,14,7,7,142,36.343278657550,15.133140511702,105.405065193288,0.999902415264,-0.009952218582,-0.000097584736,-1.000000000000,0.998600867679,1.003425483622,1.006972137344,1.004841947353,1.006867958976,1.005933216854,0.995017089997,0.989088261052,0.991369690219,0.000000000000,1.000000000000,2.000000000000,1.000000000000,1.000000000000,1.000000000000,6.000000000000,2.000000000000,270.828889121984,0.410194740266,0.483188645574
322,2,16,15.025976936608,1.001324828303,0.253511091540,270.807635759678,175.000000000000,14,7,7,113,36.490335145731,15.103202227661,105.396390561601,0.999645952695,-0.012065352795,-0.000354047305,-1.000000000000,0.982263144762,1.005084635459,1.005046648233,1.013013295589,1.002418590358,1.004060400393,0.996236121643,0.980181851963,0.998851978982,0.000000000000,0.000000000000,1.000000000000,1.000000000000,1.000000000000,1.000000000000,6.000000000000,2.000000000000,270.807635759678,0.413652092279,0.482546880973
284,4,14,15.040747658098,1.004150492495,0.221569342069,270.834202659249,175.000000000000,14,7,7,260,36.561376525348,15.337818075893,104.638991288501,0.999534319784,-0.009353964737,-0.000465680216,-1.000000000000,0.998921518939,1.008392859689,1.003773923847,1.007946592278,1.002595915716,0.998296233046,0.996241057697,0.985060968733,0.998959866478,0.000000000000,0.000000000000,3.000000000000,1.000000000000,1.000000000000,1.000000000000,6.000000000000,2.000000000000,270.834202659249,0.413408355401,0.458775613158
