design,scenario,converged,iterations,loss_mw,voltage_rms_pu,min_vm_pu,max_vm_pu,max_line_loading_percent,voltage_constraint_pu,thermal_constraint,security_index,mismatch_pu
baseline,base,true,3,35.679472358460,0.034305956029,0.982000000000,1.061167955414,148.686750085334,0.001167955414,-0.070707811967,1.019465923561,0.000000000024
baseline,evening_peak,true,3,35.691625410288,0.031271497799,0.968284107139,1.060000000000,141.668464665832,0.000000000000,-0.114572095839,1.000000000000,0.000000015974
baseline,high_renewable_low_load,true,3,49.725549612684,0.034265728104,0.982000000000,1.064009235891,221.376310160050,0.004009235891,0.383601938500,1.383601938500,0.000000000074
baseline,hot_peak,true,4,46.449074327452,0.036665494390,0.932498968422,1.060000000000,179.022799577729,0.007501031578,0.118892497361,1.125017192972,0.000000000000
baseline,n_minus_1_line_23,true,3,37.784029635142,0.030308588650,0.982000000000,1.060000000000,179.948508012020,0.000000000000,-0.062768187437,1.000000000000,0.000000000799
baseline,renewable_trip,true,3,31.492883649635,0.032069857975,0.982000000000,1.060000000000,118.931160467481,0.000000000000,-0.256680247078,1.000000000000,0.000000000448
selected,base,true,3,34.519509465770,0.013589660703,0.981209241964,1.037080286125,133.977241078448,-0.022919713875,-0.162642243260,0.837357756740,0.000000000009
selected,evening_peak,true,3,32.636169342389,0.010595455686,0.977912586148,1.033890108422,116.566308939542,-0.026109891578,-0.271460569128,0.728539430872,0.000000001084
selected,high_renewable_low_load,true,3,42.090858044842,0.015669051627,0.982000000000,1.037811592531,159.983921779327,-0.022188407469,-0.000100488879,0.999899511121,0.000000000010
selected,hot_peak,true,3,40.567830493825,0.021500389273,0.953563084938,1.028951433318,159.719832213072,-0.013563084938,-0.001751048668,0.998248951332,0.000000513032
selected,n_minus_1_line_23,true,3,37.095414809380,0.011315900906,0.978130105789,1.034801517738,187.852233480443,-0.025198482262,-0.021602950623,0.978397049377,0.000000000177
selected,renewable_trip,true,3,31.482484480125,0.011472066774,0.980043041300,1.036110040475,125.259284560532,-0.023889959525,-0.217129471497,0.782870528503,0.000000000044
