niche_id,grid_x,grid_y,selected,quality,descriptor_flow_rate_m2_s,descriptor_low_velocity_fraction,visits,exposure,maximum_receptor,fan_power,final_mass_fraction,clearance_time,decision_inlet_y,decision_inlet_width,decision_outlet_y,decision_outlet_width,decision_inlet_velocity,decision_baffle_x,decision_baffle_y,decision_baffle_length,decision_baffle_angle
59,19,2,1,1.2057619800402444,2.009093264429406,0.11162790697674418,62,0.5646559111947117,0.5164325791212298,0.9827086619491661,0.37269609379016894,1,0.49256715445577537,0.44646516987320134,0.2425669774349863,0.3513424096142157,1.5,0.8,0.44117591855109217,0.5018387402680337,0.3222437953967439
37,17,1,0,1.206421203800254,1.8179961234040878,0.09557109557109557,103,0.6068990770721064,0.5149335769543018,0.7467172628355213,0.3854237713677845,1,0.44048575554260255,0.44087062491652496,0.29159053870420326,0.3389964700181234,1.3745499780487829,0.8,0.4711641671399439,0.5045061703075346,0.29908452470782365
38,18,1,0,1.2079054519311538,1.8496602602038317,0.08391608391608392,89,0.6230889621036101,0.5148735569131601,0.7548323924616203,0.35282646575727916,1,0.42781629601097226,0.45,0.29518998415668557,0.4100640969408072,1.3701187112620974,0.8,0.5072163971334709,0.5634984148361157,0.2199090297104636
39,19,1,0,1.2123772898419303,2.0250000000000004,0.09557109557109557,81,0.592240613628779,0.5177947286790819,0.9904891304347828,0.3262829715733074,1,0.5210774812632112,0.45,0.26503729356942995,0.34719751658285697,1.5,0.8,0.4799180367517017,0.5101058634607533,0.35206181520729884
58,18,2,0,1.2163127852909403,1.8726744070888302,0.10955710955710955,54,0.6184998793654007,0.5181011145824783,0.7833601177119635,0.3641806501838153,1,0.5333736979046889,0.45,0.23974023736807457,0.3462254066475342,1.3871662274732075,0.8,0.4607455698532659,0.5033120607577242,0.30943318483255844
19,19,0,0,1.2290299057238385,2.02199102061981,0.02968036529680365,71,0.5625433325898586,0.5115961329186001,0.9860803378460531,0.42694487821093885,1,0.4001611344378348,0.45,0.3785727628142575,0.43681839426758484,1.4977711263850444,0.5877695578454063,0.6768889255339007,0.4502853889319925,1.3510098905389252
57,17,2,0,1.2325424912061125,1.7998301558449414,0.12354312354312354,60,0.6331294899743783,0.5179011004470555,0.695455271733993,0.4027427933228155,1,0.520329805453519,0.45,0.17480032817977642,0.3450775612351474,1.3332075228481046,0.8,0.41356004222716614,0.5231225823646356,0.07654140268847855
56,16,2,0,1.2438105191793698,1.6404294788519276,0.1048951048951049,58,0.6552928027041375,0.5172881666069592,0.5265593471156327,0.44912352749725226,1,0.4872708466237259,0.45,0.3064557374429442,0.32827841728819507,1.2151329472977241,0.8,0.4403753060424118,0.5218482062321955,0.35653883264189545
18,18,0,0,1.2511839202611659,1.8760485711921877,0.032036613272311214,55,0.5941741202921621,0.5125092946511906,0.8167617429408252,0.47480560811048683,1,0.40169229577269183,0.44189415084010253,0.4572575046241315,0.43315939778335905,1.4151568255471416,0.6029058099050754,0.6500972494464479,0.483085989376159,1.2497019999437329
55,15,2,0,1.252921223148939,1.6147087327215706,0.10514018691588785,59,0.6644325998260998,0.5173044206648718,0.5021774574124059,0.4588018430158444,1,0.47259244576549486,0.45,0.28268343131051415,0.32652000314830343,1.196080542756719,0.792544136490329,0.44891829261803207,0.5296480853439984,0.3517068450646736
17,17,0,0,1.2543295167737363,1.7458509715760675,0.0389908256880734,64,0.6062901220556365,0.5141298407424625,0.6347403955061087,0.5280527904912936,1,0.44777725765165355,0.45,0.4791324159286699,0.45,1.2932229419081982,0.517877630373931,0.654475225833408,0.5355569205632973,1.3270709773498028
77,17,3,0,1.2545188433577317,1.7822456761346381,0.15384615384615385,49,0.6509111444805962,0.5202621564052198,0.6752698207273089,0.4168453130581279,1,0.6065667464794519,0.45,0.12,0.3174088561024207,1.320181982321954,0.8,0.434808372846038,0.5796028096827652,0.13452179314790555
79,19,3,0,1.2549411698785213,2.0250000000000004,0.15151515151515152,58,0.6032781752518473,0.5199815157934718,0.9904891304347828,0.3871488212859632,1,0.6121003772787414,0.45,0.12,0.38291537582553015,1.5,0.8,0.4117240874842002,0.5471333391568682,0.17709196409201347
36,16,1,0,1.2554918486947413,1.6587968928461252,0.06004618937644342,95,0.6093512066179607,0.5141100788642023,0.5985438680519555,0.5387536580685763,1,0.4334893543607061,0.42918215517770963,0.5470790929637241,0.3602101267354996,1.2883394403628565,0.5371212358692543,0.624680123099005,0.5331915350357086,1.1839724018709221
78,18,3,0,1.2560624236478632,1.8551388717642632,0.1542056074766355,46,0.6296369732370362,0.5204089746425192,0.7615596190091988,0.4278180785754554,1,0.609536525229925,0.45,0.12,0.3403387214885444,1.3741769420476024,0.7979990783521552,0.4402457641353924,0.5996227051420199,0.2540348834070991
97,17,4,0,1.2567545305230352,1.7594280259246133,0.24523809523809523,59,0.6618671716809911,0.29901498126667875,0.6876809490595157,0.6156873567936033,1,0.3146827237214999,0.43738470416422165,0.6957976388696676,0.45,1.34086995511699,0.34838703945613575,0.24305095614872177,0.5965728499506453,0.4551436181904383
16,16,0,0,1.258578061478758,1.72641403821345,0.036613272311212815,59,0.5881637915604775,0.5133299182841832,0.6723497621350291,0.5585587166983662,1,0.4389350126653051,0.4299516696850111,0.4691307879760436,0.45,1.3384558931768977,0.4627453095015563,0.6660450978429235,0.5309069572714182,1.2069961832590768
75,15,3,0,1.259646917070064,1.5932607938133738,0.15654205607476634,73,0.6715267917165516,0.5200426828976981,0.5092023407024423,0.4525166315283498,1,0.5935975673480707,0.4380109198214244,0.15665627611671512,0.3363354626541644,1.2124970114618305,0.8,0.42005289330761497,0.5493887106771033,0.16614133685315652
116,16,5,0,1.2646441187827717,1.703923876221107,0.2649164677804296,74,0.6788354479562116,0.2984721371412469,0.62096033741598,0.6247610695454812,1,0.3440251799144329,0.4386752997494792,0.6400871994681964,0.45,1.2947495008982666,0.36904578464271554,0.2429590610363585,0.625702828765677,0.44497211885527793
15,15,0,0,1.265307519801239,1.5703166062167617,0.034403669724770644,61,0.6515124912310799,0.5168431525749442,0.5052414266226499,0.508650333916314,1,0.47694316676001375,0.43026021328759434,0.43519832660044827,0.42764496620408077,1.216563494772973,0.5858055939608152,0.6346360509965717,0.5159426880074991,1.4
76,16,3,0,1.2701242337536396,1.6674520671967112,0.1920374707259953,64,0.6639888000574121,0.5210779869789188,0.5530121928551449,0.46998800327147816,1,0.6959224665899908,0.45,0.12,0.32998008933872874,1.2351496794049712,0.8,0.3953132218197147,0.576820874270396,0.10711820679047848
118,18,5,0,1.2739255020271107,1.881038441761222,0.2935560859188544,64,0.6603610345944028,0.29723019686201035,0.7939033683736013,0.6123373906539651,1,0.3138568799696398,0.45,0.6763969859549744,0.45,1.393361808712016,0.3806538437643102,0.2592616860393424,0.6276770848310584,0.4029732348058177
