key,objective,cost,vehicle,position
0.00000000000000000,1116.75446124167456219,1116.75446124167456219,0,0
0.00400000000000000,1116.75446124167456219,1116.75446124167456219,0,0
0.00800000000000000,1116.75446124167456219,1116.75446124167456219,0,0
0.01200000000000000,1116.75446124167456219,1116.75446124167456219,0,0
0.01600000000000000,1116.75446124167456219,1116.75446124167456219,0,0
0.02000000000000000,1116.75446124167456219,1116.75446124167456219,0,0
0.02400000000000000,1116.75446124167456219,1116.75446124167456219,0,0
0.02800000000000000,1116.75446124167456219,1116.75446124167456219,0,0
0.03200000000000000,1116.75446124167456219,1116.75446124167456219,0,0
0.03600000000000000,1116.75446124167456219,1116.75446124167456219,0,0
0.04000000000000000,1116.75446124167456219,1116.75446124167456219,0,0
0.04400000000000000,1116.75446124167456219,1116.75446124167456219,0,0
0.04800000000000000,1116.75446124167456219,1116.75446124167456219,0,0
0.05200000000000000,1116.75446124167456219,1116.75446124167456219,0,0
0.05600000000000000,1116.75446124167456219,1116.75446124167456219,0,0
0.06000000000000000,1116.75446124167456219,1116.75446124167456219,0,0
0.06400000000000000,1116.75446124167456219,1116.75446124167456219,0,0
0.06800000000000000,1116.75446124167456219,1116.75446124167456219,0,0
0.07199999999999999,1113.75401239329335112,1113.75401239329335112,0,1
0.07600000000000000,1113.75401239329335112,1113.75401239329335112,0,1
0.08000000000000000,1113.75401239329335112,1113.75401239329335112,0,1
0.08400000000000001,1113.75401239329335112,1113.75401239329335112,0,1
0.08799999999999999,1113.75401239329335112,1113.75401239329335112,0,1
0.09200000000000000,1113.75401239329335112,1113.75401239329335112,0,1
0.09600000000000000,1113.75401239329335112,1113.75401239329335112,0,1
0.10000000000000001,1113.75401239329335112,1113.75401239329335112,0,1
0.10400000000000000,1113.75401239329335112,1113.75401239329335112,0,1
0.10800000000000000,1113.75401239329335112,1113.75401239329335112,0,1
0.11200000000000000,1113.75401239329335112,1113.75401239329335112,0,1
0.11600000000000001,1113.75401239329335112,1113.75401239329335112,0,1
0.12000000000000000,1113.75401239329335112,1113.75401239329335112,0,1
0.12400000000000000,1113.75401239329335112,1113.75401239329335112,0,1
0.12800000000000000,1113.75401239329335112,1113.75401239329335112,0,1
0.13200000000000001,1113.75401239329335112,1113.75401239329335112,0,1
0.13600000000000001,1113.75401239329335112,1113.75401239329335112,0,1
0.14000000000000001,1113.75401239329335112,1113.75401239329335112,0,1
0.14399999999999999,1113.75401239329335112,1113.75401239329335112,0,1
0.14799999999999999,1113.75401239329335112,1113.75401239329335112,0,1
0.15200000000000000,1113.75401239329335112,1113.75401239329335112,0,1
0.15600000000000000,1113.75401239329335112,1113.75401239329335112,0,1
0.16000000000000000,1113.75401239329335112,1113.75401239329335112,0,1
0.16400000000000001,1113.75401239329335112,1113.75401239329335112,0,1
0.16800000000000001,1113.75401239329335112,1113.75401239329335112,0,1
0.17199999999999999,1113.75401239329335112,1113.75401239329335112,0,1
0.17599999999999999,1113.75401239329335112,1113.75401239329335112,0,1
0.17999999999999999,1113.75401239329335112,1113.75401239329335112,0,1
0.18400000000000000,1113.75401239329335112,1113.75401239329335112,0,1
0.18800000000000000,1113.75401239329335112,1113.75401239329335112,0,1
0.19200000000000000,1113.75401239329335112,1113.75401239329335112,0,1
0.19600000000000001,1113.75401239329335112,1113.75401239329335112,0,1
0.20000000000000001,1113.75401239329335112,1113.75401239329335112,0,1
0.20399999999999999,1113.75401239329335112,1113.75401239329335112,0,1
0.20799999999999999,1113.75401239329335112,1113.75401239329335112,0,1
0.21199999999999999,1113.75401239329335112,1113.75401239329335112,0,1
0.21600000000000000,1108.75147323793476062,1108.75147323793476062,0,2
0.22000000000000000,1108.75147323793476062,1108.75147323793476062,0,2
0.22400000000000000,1108.75147323793476062,1108.75147323793476062,0,2
0.22800000000000001,1108.75147323793476062,1108.75147323793476062,0,2
0.23200000000000001,1108.75147323793476062,1108.75147323793476062,0,2
0.23599999999999999,1108.75147323793476062,1108.75147323793476062,0,2
0.23999999999999999,1108.75147323793476062,1108.75147323793476062,0,2
