evaluations,elapsed_seconds,coverage,qd_score,best_quality
128,0.208423242,0.1325,33.757557358525126,1.4181187859175908
256,0.41027956,0.21,53.558992344622865,1.4181187859175908
384,0.615902635,0.2775,70.99831832296329,1.4181187859175908
512,0.827709434,0.32,82.04807415716868,1.4181187859175908
640,1.030325242,0.35,89.87294675355025,1.4119348783753776
768,1.238323674,0.3925,100.99804895022456,1.4119348783753776
896,1.455204746,0.405,104.62569816645943,1.3363337123867587
1024,1.676544665,0.43,111.42138476536502,1.3363337123867587
1152,1.8879939239999999,0.4425,114.91475568544072,1.3363337123867587
1280,2.097623278,0.45,117.433652729581,1.3363337123867587
1408,2.309009578,0.46,120.51079732027951,1.321383779471664
1536,2.526571716,0.475,124.70558480471047,1.3041659353145134
1664,2.735696351,0.485,127.56514623537284,1.3041659353145134
1792,2.953252559,0.49,129.3121852207152,1.2498724212527654
1920,3.174380786,0.5075,134.12442228950482,1.2498724212527654
2048,3.38667593,0.5175,137.10944367145174,1.2111045532825016
2176,3.596944305,0.5225,138.84041502201956,1.2111045532825016
2304,3.811228223,0.53,141.2201018636582,1.2111045532825016
2432,4.031592675,0.5375,143.5648330981709,1.2111045532825016
2560,4.2467419809999996,0.545,145.83539921354694,1.2111045532825016
2688,4.493289513,0.5475,146.8536394601598,1.2111045532825016
2816,4.715950768,0.55,147.73160760681623,1.2111045532825016
2944,4.932833605,0.5525,148.62100206261033,1.2111045532825016
3072,5.14696939,0.5575,149.96558153405306,1.2111045532825016
3200,5.376279145,0.5625,151.55400124889928,1.2111045532825016
3328,5.5920105620000005,0.5675,153.09829777513966,1.2111045532825016
3456,5.820282204,0.5825,157.20856093336806,1.2111045532825016
3584,6.032752877,0.5875,158.88864798012082,1.2111045532825016
3712,6.243391585,0.5925,160.50324141709237,1.2111045532825016
3840,6.457281353,0.595,161.30690217644835,1.2111045532825016
3968,6.67266211,0.615,166.82521112216259,1.1959823321211729
4096,6.879539815,0.625,169.5721511336382,1.1959823321211729
4224,7.086834995,0.6275,170.60702963061647,1.1959823321211729
4352,7.295688054,0.635,172.95751004760888,1.1959823321211729
4480,7.519235921,0.64,174.44533356958567,1.1959823321211729
4608,7.732925817,0.6425,175.27619092308208,1.1959823321211729
4736,7.943056681,0.65,177.48714912704588,1.1959823321211729
4864,8.171911855,0.6575,179.8038945470126,1.1959823321211729
4992,8.382449317,0.6625,181.3875790289518,1.1959823321211729
5120,8.608525235,0.665,182.60207898253879,1.1959823321211729
5248,8.820004895,0.6725,184.71957792144025,1.1959823321211729
5376,9.030088945,0.675,185.60122028624556,1.1959823321211729
5504,9.247281896,0.675,185.85507892804856,1.1959823321211729
5632,9.465746954,0.6775,186.7601769341863,1.1959823321211729
5760,9.681691457,0.68,187.61259245354046,1.1959823321211729
5888,9.89334146,0.6875,189.79091218049788,1.1959823321211729
6016,10.102108303,0.6925,191.33037788048745,1.1959823321211729
6144,10.310828508,0.695,192.23268496636962,1.1959823321211729
6272,10.515743219,0.7,193.64362255946136,1.1959823321211729
6400,10.730368925,0.705,195.1068685506852,1.1959823321211729
6528,10.940269296,0.7075,196.0443038613047,1.1959823321211729
6656,11.150884378,0.7125,197.69124255728747,1.1959823321211729
6784,11.360724533,0.7125,198.04996115432084,1.1959823321211729
6912,11.576099503,0.7125,198.3123907327342,1.1844515594147387
7040,11.786755369,0.715,199.08515873205658,1.1844515594147387
7168,12.007644043,0.7175,200.02320814384274,1.1844515594147387
7296,12.219828368,0.7175,200.18637737153793,1.1844515594147387
7424,12.428520474,0.7175,200.31128300190852,1.1844515594147387
7552,12.655845455,0.7175,200.61533472087186,1.1844515594147387
7680,12.865721826,0.72,201.49108929469853,1.1844515594147387
7808,13.077940014,0.7225,202.28927787478037,1.1844515594147387
7936,13.291456856,0.7225,202.3602778406275,1.1844515594147387
8064,13.495810148,0.7225,202.56190482886436,1.1844515594147387
8192,13.721347997,0.7225,202.67784500767328,1.1844515594147387
8320,13.924347968,0.7225,202.94426731973786,1.1844515594147387
8448,14.143728072,0.725,203.67154275016532,1.1844515594147387
8576,14.348784996,0.725,203.80501124952883,1.1844515594147387
8704,14.57875522,0.7275,204.45308926259108,1.1844515594147387
8832,14.79442598,0.7275,204.56881608218268,1.1844515594147387
8960,15.015451067,0.7275,204.702730811677,1.1844515594147387
9088,15.231651920000001,0.7275,205.03706797183122,1.147063003898958
9216,15.443067383,0.7275,205.14713095679676,1.147063003898958
9344,15.658346073,0.73,205.93868596598318,1.147063003898958
9472,15.873713862,0.73,206.11110810421275,1.147063003898958
9600,16.080281422,0.73,206.24717950774638,1.147063003898958
9728,16.289067713,0.73,206.3422371333945,1.147063003898958
9856,16.501215761,0.7325,206.9746650797275,1.147063003898958
9984,16.712590819,0.7325,207.0691726937061,1.147063003898958
10112,16.922182762,0.7325,207.14287351376115,1.147063003898958
10240,17.141311645,0.7325,207.3347200203102,1.147063003898958
10368,17.353909189,0.7325,207.46528588689995,1.147063003898958
10496,17.570616549,0.7325,207.6188012223233,1.147063003898958
10624,17.777566882,0.7325,207.75860402020865,1.147063003898958
10752,17.98642694,0.7325,207.91429032562266,1.147063003898958
10880,18.191181854,0.7325,208.03395509773972,1.147063003898958
11008,18.400158223,0.7325,208.18032500060212,1.147063003898958
11136,18.605861558,0.735,208.94037600950006,1.147063003898958
11264,18.812877356,0.735,209.09100964687602,1.147063003898958
11392,19.025837331,0.735,209.13503497118714,1.147063003898958
11520,19.242000704,0.7375,209.99060878231418,1.147063003898958
11648,19.455457307,0.7375,210.0458827235969,1.147063003898958
11776,19.666615652,0.7425,211.49021039922573,1.147063003898958
11904,19.875833544,0.7425,211.62962684201844,1.147063003898958
12032,20.080840063,0.745,212.5230998762482,1.147063003898958
