niche_id,grid_x,grid_y,quality_train,quality_validation,descriptor_throughput_per_hour_train,descriptor_mean_wip_train,descriptor_throughput_per_hour_validation,descriptor_mean_wip_validation,validation_niche_id,same_niche,visit_count,decision_buffer_capacity,decision_speed_a,decision_speed_b,decision_maintenance_threshold_a,decision_maintenance_threshold_b,decision_rework_probability,decision_dispatch_priority,decision_staff_a,decision_staff_b
245,5,12,18.886870447893592,20.243969212303647,29.75,120.63031010023343,28.71875,117.30700012437968,225,0,1728,23,0.7076884728284172,1.042813078296069,0.26184454276599106,0.755600967421655,0.748658032913121,1,1,1
246,6,12,18.974960241817236,20.6080888585683,30.3125,120.10820459764892,29.1875,117.05771014511664,225,0,560,26,0.7199090097289556,1.0779823054538853,0.25012976331081677,0.7636868218951315,0.8765050136325769,1,1,1
226,6,11,19.33045291100924,20.327797138643447,30.5,119.64542425815107,29.46875,116.40928240514897,225,0,2343,26,0.7316967748534239,1.0612514756261577,0.24696912659439185,0.7503784404135455,0.9128937830051261,1,1,1
225,5,11,19.990909012692185,20.48049206518386,28.5625,119.56011722940632,25.96875,115.00269338435106,225,1,944,1,0.7074293104404785,1.2370192130183775,0.29017376161203134,0.3715784873269298,0.16138986670238564,1,1,1
244,4,12,20.10228456171236,21.599406491818048,24.25,120.79448938826457,23.40625,116.27034098123438,224,0,878,1,0.7,0.7583720170034469,0.2616670030753249,0.4708988834109155,0.10279342268404563,1,1,1
206,6,10,20.291304167294907,20.59857653424218,30.625,108.72895110772608,29.46875,103.16610171173696,205,0,821,1,0.8338558810304934,1.0754887591464737,0.5861578103714691,0.49874414728543104,0.20715939091858562,1,1,1
207,7,10,20.588616383706672,20.24958697004718,35.3125,109.10074156130106,33.625,107.60087721790106,206,0,1649,7,0.7979266415426256,1.0078031024815934,0.68735202022665,0.48407919443759895,0.6088583080420402,1,1,2
224,4,11,20.8330272207317,22.134887298042912,24.8125,118.32423891298023,23.1875,114.5479236454614,224,1,1133,1,0.7,0.7355801295945151,0.4550031531728274,0.6412753341009148,0.195193354168693,1,1,1
205,5,10,20.874264725712308,20.045879092505928,29.9375,108.58289487777401,28.90625,102.42264204864587,205,1,867,1,0.8343389444108917,0.952549036351749,0.5639799367998737,0.95,0.048486784266338956,1,1,1
188,8,9,20.964095110323253,22.800939922524535,40.8125,98.06348523659273,38.21875,100.14119512176039,207,0,2297,6,0.9594675155673908,0.9865938088375843,0.7062008688053992,0.5396264439868905,0.984176637647997,1,1,2
187,7,9,21.05702612997235,22.81000839476837,39.5,97.53203810458648,36.75,98.9353574666922,187,1,821,1,0.9690224308106489,0.7619133388335875,0.727031489233524,0.7511801276659948,0.6913030993525684,0.9997887619220831,1,2
185,5,9,21.086817910850964,23.67529936510944,27.125,98.66162607241877,25,99.06838230389845,185,1,1005,1,0.9498356512728429,0.8028843942985142,0.6978070462819448,0.7415596580096577,0.6969722751000319,1,1,1
227,7,11,21.120476800092433,21.68845889449809,35.1875,110.33663523844167,33.5,108.93695198495155,206,0,125,8,0.7814558237214867,0.9350310417808437,0.7086011177958637,0.5427340444988505,0.6585934910052651,1,1,2
